0.22635 1:0.23799 2:0.178675 3:0.656884330012937 4:0.090 5:0.426356742530095 6:0.104972 7:0.405120732446877 8:0.00256437 9:0.084176 10:0.128796 11:0.0541914 12:0.1884 13:0.841881028570381 14:0.620305322885707 15:0.59375 16:0.4375 17:0.631455622963919 18:0.831215404243341 19:0.786458333333333 20:1.17111087098 21:0.1053 22:0.2632 23:0 30:0.242148 #T0922:ACOMPMOD_TS1
0.18919 1:0.27436 2:0.155953 3:0.661597257691096 4:0.064 5:0.425601773430782 6:0.0664394 7:0.396318294050819 8:-0.0588518 9:0.0950401 10:0.0968638 11:0.0880344 12:0.1511 13:0.829953513533338 14:0.628478789516347 15:0.677083333333333 16:0.552083333333333 17:0.645286343504831 18:0.835969150008852 19:0.838541666666667 20:1.19862048006 21:0 22:0.1053 23:0.0526 30:0.214844 #T0922:ACOMPMOD_TS2
0.17568 1:0.29025 2:0.145495 3:0.656902202502378 4:0.074 5:0.373315711656277 6:0.0579414 7:0.341949501968126 8:-0.0689246 9:0.0497425 10:0.107286 11:-0.0151765 12:0.1194 13:0.840040251595394 14:0.589300189138071 15:0.697916666666667 16:0.447916666666667 17:0.606488922100384 18:0.795392975928515 19:0.848958333333333 20:1.12707679251 21:0.1579 22:0.0526 23:0 30:0.208312 #T0922:ACOMPMOD_TS3
0.24662 1:0.27954 2:0.188943 3:0.677374642167912 4:0.099 5:0.42931701262002 6:0.0754669 7:0.401734226590502 8:-0.000240263 9:0.140897 10:0.188615 11:0.0850879 12:0.1635 13:0.831016536162253 14:0.627803296406377 15:0.71875 16:0.520833333333333 17:0.642654681308224 18:0.831072251824332 19:0.859375 20:1.2000206303 21:0.2632 22:0 23:0 30:0.246325 #T0922:ACOMPMOD_TS4
0.23986 1:0.26049 2:0.201064 3:0.645726735562087 4:0.106 5:0.463247550336773 6:0.104283 7:0.429555772849462 8:-0.128903 9:-0.161194 10:-0.136555 11:-0.167703 12:0.2086 13:0.863633508765496 14:0.683936773844907 15:0.479166666666667 16:0.479166666666667 17:0.689521573661345 18:0.816503965586606 19:0.729166666666667 20:1.18092184226 21:0.0526 22:0.0526 23:0 30:0.247133 #T0922:ACOMPMOD_TS5
0.27365 1:0.33420 2:0.214295 3:0.656455103541926 4:0.127 5:0.472900889626326 6:0.138397 7:0.474156908522145 8:0.158201 9:0.148776 10:0.269145 11:0.150403 12:0.2578 13:0.862337251522042 14:0.623209943258579 15:0.708333333333333 16:0.541666666666667 17:0.64276234937842 18:0.79652257816571 19:0.84375 20:1.20435153907 21:0.0526 22:0 23:0.1579 30:0.299519 #T0922:Atome2_CBS_TS4
0.77027 1:0.48061 2:0.575762 3:0.655214542510146 4:0.492 5:0.65779432779808 6:0.170587 7:0.667167386232719 8:0.32249 9:0.437899 10:0.442331 11:0.361022 12:0.5664 13:0.910657618462554 14:0.764860848419346 15:0.791666666666667 16:0.635416666666667 17:0.764738148962474 18:0.867136135467866 19:0.890625 20:1.35984548322 21:0.7368 22:0.6316 23:0.4211 30:0.567708 #T0922:BhageerathH-Plus_TS1
0.75338 1:0.46197 2:0.562683 3:0.677054762836844 4:0.476 5:0.620556033695185 6:0.17221 7:0.630445856374808 8:0.334916 9:0.403906 10:0.420579 11:0.339075 12:0.5623 13:0.927816580173109 14:0.747433126182113 15:0.84375 16:0.510416666666667 17:0.752187620377804 18:0.852183957003256 19:0.916666666666667 20:1.34332616725 21:0.7895 22:0.7368 23:0.4211 30:0.572472 #T0922:BhageerathH-Plus_TS2
0.6723 1:0.47595 2:0.533301 3:0.662006451681964 4:0.447 5:0.632161296171897 6:0.203709 7:0.649058492863543 8:0.358563 9:0.366971 10:0.337234 11:0.272129 12:0.5318 13:0.913302510452578 14:0.741083490948392 15:0.770833333333333 16:0.614583333333333 17:0.743866710601571 18:0.858291184376392 19:0.880208333333333 20:1.3228273217 21:0.7895 22:0.4737 23:0.4211 30:0.542005 #T0922:BhageerathH-Plus_TS3
0.76351 1:0.50953 2:0.522781 3:0.680922159287272 4:0.426 5:0.598748944674334 6:0.22817 7:0.607477862983231 8:0.357122 9:0.354861 10:0.365662 11:0.295066 12:0.5197 13:0.918989538252769 14:0.729127262901918 15:0.885416666666667 16:0.614583333333333 17:0.741774585001375 18:0.848471684454886 19:0.942708333333333 20:1.37823262519 21:0.7895 22:0.3684 23:0.3158 30:0.544975 #T0922:BhageerathH-Plus_TS4
0.73649 1:0.49956 2:0.512453 3:0.68556575699837 4:0.420 5:0.585567758804457 6:0.206695 7:0.607099987199181 8:0.392608 9:0.40995 10:0.415999 11:0.327028 12:0.5105 13:0.916910942199076 14:0.715347203458525 15:0.885416666666667 16:0.59375 17:0.725488385291227 18:0.839707297940672 19:0.942708333333333 20:1.37470922853 21:0.7895 22:0.4737 23:0.4211 30:0.551435 #T0922:BhageerathH-Plus_TS5
