0.33621 1:0.27461 2:0.274968 3:0.503595465179054 4:0.203 5:0.709681020510175 6:0.259925 7:0.574107102857143 8:0.265879 9:0.305163 10:0.282096 11:0.289011 12:0.2717 13:0.683670057319625 14:0.785740287246012 15:0.64 16:0.621333333333333 17:0.797655877032689 18:0.938937572827934 19:0.813333333333333 20:1.59475503399 21:0.2667 22:0.3333 23:0.6533 30:0.367637 #T0871:ACOMPMOD_TS1
0.27038 1:0.22580 2:0.197736 3:0.432674422297262 4:0.138 5:0.676076631997707 6:0.208156 7:0.479983758955453 8:0.19703 9:0.187217 10:0.18429 11:0.205944 12:0.2080 13:0.599001437539805 14:0.800913362896287 15:0.64 16:0.592 17:0.810654133165083 18:0.942678469368804 19:0.818666666666667 20:1.45167234804 21:0.2267 22:0.08 23:0.4667 30:0.279474 #T0871:ACOMPMOD_TS2
0.22571 1:0.18865 2:0.187147 3:0.456545956874742 4:0.144 5:0.605669227629693 6:0.162828 7:0.455967221894521 8:0.140623 9:0.144419 10:0.148911 11:0.144782 12:0.1894 13:0.611952906923847 14:0.758438678933086 15:0.634666666666667 16:0.608 17:0.765285084820213 18:0.931493779166331 19:0.816 20:1.38916401781 21:0.1467 22:0.0133 23:0.56 30:0.276041 #T0871:ACOMPMOD_TS3
0.26646 1:0.21366 2:0.218279 3:0.446203516497475 4:0.159 5:0.650018498526798 6:0.196539 7:0.484553731449053 8:0.181858 9:0.200756 10:0.237258 11:0.234275 12:0.2224 13:0.608779110181057 14:0.774952015355086 15:0.736 16:0.568 17:0.785879081412776 18:0.929224511056908 19:0.865333333333333 20:1.47097853205 21:0.2 22:0.08 23:0.5333 30:0.303498 #T0871:ACOMPMOD_TS4
0.07915 1:0.13986 2:0.0668328 3:0.437038181837428 4:0.038 5:0.651281583502436 6:0.154814 7:0.48911398328725 8:0.0179648 9:-0.0484352 10:-0.0936375 11:-0.0396924 12:0.0662 13:0.63870199253935 14:0.78448275862069 15:0.506666666666667 16:0.536 17:0.79370332138617 18:0.940812977733458 19:0.718666666666667 20:1.34943111421 21:0.0667 22:0.0533 23:0 30:0.094134 #T0871:ACOMPMOD_TS5
0.46473 1:0.39126 2:0.369504 3:0.560921529814013 4:0.297 5:0.749634074714818 6:0.292631 7:0.651265080962622 8:0.384151 9:0.426933 10:0.38098 11:0.431898 12:0.3557 13:0.743689855336184 14:0.798017737772189 15:0.802666666666667 16:0.677333333333333 17:0.811062196545247 18:0.940036121839297 19:0.901333333333333 20:1.57459983411 21:0.1733 22:0.1867 23:0.9467 30:0.449764 #T0871:BhageerathH-Plus_TS1
0.47335 1:0.42949 2:0.384338 3:0.585688282928791 4:0.314 5:0.746895234909716 6:0.319135 7:0.662601126472094 8:0.410854 9:0.372572 10:0.412075 11:0.382813 12:0.3723 13:0.754222764079702 14:0.786170494407307 15:0.76 16:0.650666666666667 17:0.797653986754852 18:0.937080011804284 19:0.88 20:1.63939342773 21:0.1867 22:0.16 23:0.92 30:0.466101 #T0871:BhageerathH-Plus_TS2
0.43652 1:0.36899 2:0.350611 3:0.576644613576941 4:0.276 5:0.734696077019203 6:0.291348 7:0.649682339662058 8:0.360563 9:0.374656 10:0.372087 11:0.379135 12:0.3447 13:0.729387971977072 14:0.784102190747237 15:0.8 16:0.642666666666667 17:0.795184550337751 18:0.937672366732772 19:0.892 20:1.54686924011 21:0.1733 22:0.0667 23:0.7733 30:0.424925 #T0871:BhageerathH-Plus_TS3
0.45298 1:0.44018 2:0.307071 3:0.594559646021446 4:0.234 5:0.715913130971625 6:0.29333 7:0.608453701034306 8:0.399487 9:0.424054 10:0.439523 11:0.451053 12:0.2985 13:0.730703593849513 14:0.779403004831557 15:0.808 16:0.653333333333333 17:0.796569934686405 18:0.933761209223181 19:0.904 20:1.56071617358 21:0.36 22:0.3867 23:0.9867 30:0.429086 #T0871:BhageerathH-Plus_TS4
0.43339 1:0.39967 2:0.304089 3:0.538274439234035 4:0.237 5:0.722292817380338 6:0.299151 7:0.611600542427035 8:0.355773 9:0.380279 10:0.364488 11:0.391345 12:0.2987 13:0.727191192794104 14:0.793368191144351 15:0.762666666666667 16:0.674666666666667 17:0.807164301664853 18:0.935356522176396 19:0.881333333333333 20:1.56596234944 21:0.4 22:0.3333 23:0.9733 30:0.420431 #T0871:BhageerathH-Plus_TS5
0.55094 1:0.44925 2:0.473897 3:0.644648382008913 4:0.401 5:0.697477813677271 6:0.346647 7:0.606763392852023 8:0.494452 9:0.506702 10:0.552946 11:0.525962 12:0.4554 13:0.707367700846147 14:0.749255410682375 15:0.792 16:0.672 17:0.764762805786387 18:0.918687430924861 19:0.896 20:1.69530046079 21:0.3733 22:0.3333 23:0.9867 30:0.545084 #T0871:FALCON_TOPOX_TS1
