0.06232 1:0.11434 2:0.0441254 3:0.297285963082816 4:0.024 5:0.687981373649996 6:0.175244 7:0.533188354827456 8:0.00453271 9:-0.10682 10:-0.0420339 11:-0.087178 12:0.0470 13:0.5155929053833 14:0.798993383475655 15:0.474358974358974 16:0.490842490842491 17:0.802619559854688 18:0.947840353768951 19:0.717032967032967 20:1.40301966351 21:0.1101 22:0.0275 23:0 30:0.059531 #T0918:ACOMPMOD_TS1
0.05301 1:0.13013 2:0.044991 3:0.356983471852852 4:0.026 5:0.649751725493624 6:0.142785 7:0.518619565278551 8:0.0386686 9:-0.0351956 10:0.00794354 11:-0.0331309 12:0.0472 13:0.537384737461351 14:0.775762031329525 15:0.494505494505495 16:0.562271062271062 17:0.781746262413993 18:0.946103107457067 19:0.740842490842491 20:1.32341621122 21:0.0917 22:0.0459 23:0.1193 30:0.077109 #T0918:ACOMPMOD_TS2
0.05946 1:0.12471 2:0.0421709 3:0.3922805005605 4:0.020 5:0.623068730208599 6:0.144537 7:0.509501619092633 8:-0.0222721 9:-0.121019 10:-0.0638825 11:-0.112209 12:0.0478 13:0.548259715601471 14:0.760040717072895 15:0.408424908424908 16:0.545787545787546 17:0.765250720519038 18:0.94110296073017 19:0.68040293040293 20:1.34599013514 21:0.0917 22:0.0367 23:0.0092 30:0.064958 #T0918:ACOMPMOD_TS3
0.06089 1:0.12401 2:0.0401381 3:0.39842217722319 4:0.019 5:0.58725922080857 6:0.131375 7:0.474741427403881 8:0.000687531 9:-0.116278 10:-0.0376594 11:-0.0886925 12:0.0434 13:0.525311718918224 14:0.744636091161002 15:0.43040293040293 16:0.523809523809524 17:0.75574199880623 18:0.930440399552782 19:0.711538461538462 20:1.31090777586 21:0.0275 22:0.0734 23:0 30:0.060208 #T0918:ACOMPMOD_TS4
0.0616 1:0.10742 2:0.0416172 3:0.336017549728267 4:0.019 5:0.662002486307044 6:0.172141 7:0.515331003162224 8:0.0203009 9:-0.0457378 10:-0.0233061 11:-0.0585585 12:0.0483 13:0.493781146611689 14:0.784459650511791 15:0.413919413919414 16:0.525641025641026 17:0.788631503257023 18:0.947465897193691 19:0.695054945054945 20:1.35799707935 21:0.1101 22:0.0917 23:0 30:0.057210 #T0918:ACOMPMOD_TS5
0.17622 1:0.37468 2:0.0735351 3:0.7072672206392 4:0.050 5:0.788024597675898 6:0.379377 7:0.765386237459417 8:0.438355 9:0.406018 10:0.428486 11:0.369913 12:0.0542 13:0.795115640253587 14:0.7728326641407 15:0.738095238095238 16:0.652014652014652 17:0.782221256301617 18:0.94513702473177 19:0.856227106227106 20:1.73696956834 21:0.3303 22:0.422 23:0.3486 30:0.190204 #T0918:BAKER-ROSETTASERVER_TS1
0.18696 1:0.45289 2:0.0711791 3:0.711599402154202 4:0.047 5:0.808141315397844 6:0.372504 7:0.775619914403313 8:0.431032 9:0.38398 10:0.47983 11:0.367061 12:0.0560 13:0.79781627231641 14:0.793485268336821 15:0.767399267399267 16:0.648351648351648 17:0.800261655021068 18:0.937323248244806 19:0.878205128205128 20:1.77896141595 21:0.4312 22:0.5505 23:0.5688 30:0.226339 #T0918:BAKER-ROSETTASERVER_TS2
0.18983 1:0.34021 2:0.0846896 3:0.657133281586733 4:0.060 5:0.801400078441192 6:0.351643 7:0.765804396096735 8:0.440371 9:0.401806 10:0.463723 11:0.390148 12:0.0551 13:0.781339513979022 14:0.789029010914438 15:0.721611721611722 16:0.646520146520147 17:0.794733201970337 18:0.944892872889348 19:0.855311355311355 20:1.70976405069 21:0.3578 22:0.4771 23:0.4679 30:0.207462 #T0918:BAKER-ROSETTASERVER_TS3
0.1447 1:0.36599 2:0.0706381 3:0.648275779092146 4:0.049 5:0.794149817204149 6:0.360663 7:0.766636207581461 8:0.418341 9:0.334579 10:0.396109 11:0.330296 12:0.0531 13:0.791954969241513 14:0.783894135610473 15:0.738095238095238 16:0.661172161172161 17:0.790686923452725 18:0.938902871384061 19:0.852564102564103 20:1.6848258946 21:0.3761 22:0.3853 23:0.633 30:0.210940 #T0918:BAKER-ROSETTASERVER_TS4
0.12321 1:0.34240 2:0.0676507 3:0.621109526065833 4:0.042 5:0.823455958443964 6:0.344315 7:0.779721770325169 8:0.391269 9:0.341167 10:0.426493 11:0.341454 12:0.0547 13:0.785646713404181 14:0.805575976926992 15:0.73992673992674 16:0.619047619047619 17:0.814820162474245 18:0.941413588655646 19:0.862637362637363 20:1.68747157479 21:0.2569 22:0.3853 23:0.211 30:0.156187 #T0918:BAKER-ROSETTASERVER_TS5
0.05372 1:0.19895 2:0.0514045 3:0.453485921953609 4:0.031 5:0.832006627516937 6:0.266943 7:0.742526532694136 8:0.326597 9:0.270046 10:0.30438 11:0.301954 12:0.0488 13:0.698229022545121 14:0.829497257252729 15:0.608058608058608 16:0.600732600732601 17:0.836360258878133 18:0.953696495715935 19:0.787545787545788 20:1.60808627705 21:0.1835 22:0.0826 23:0.0459 30:0.090074 #T0918:BhageerathH-Plus_TS1
0.05301 1:0.12347 2:0.0568925 3:0.451364554063931 4:0.033 5:0.813338750066929 6:0.26166 7:0.755537640119737 8:0.130604 9:0.00209998 10:0.0132627 11:0.074868 12:0.0543 13:0.749148743547618 14:0.815336764123735 15:0.441391941391941 16:0.54029304029304 17:0.822368232132264 18:0.952765888507674 19:0.663003663003663 20:1.42417219864 21:0.1376 22:0.0183 23:0.0459 30:0.080751 #T0918:BhageerathH-Plus_TS2
0.08095 1:0.18560 2:0.0542552 3:0.428230562293889 4:0.032 5:0.810707618378326 6:0.25543 7:0.766404874087766 8:0.244036 9:0.142187 10:0.182544 11:0.1643 12:0.0427 13:0.749896321710817 14:0.79761352711644 15:0.516483516483517 16:0.587912087912088 17:0.802726100674818 18:0.92540763310073 19:0.701465201465201 20:1.43762728749 21:0.1284 22:0.0642 23:0.0367 30:0.080463 #T0918:BhageerathH-Plus_TS3
0.05229 1:0.11855 2:0.0564679 3:0.402170191013347 4:0.034 5:0.7905406897817 6:0.243226 7:0.726844540028584 8:0.0936922 9:-0.109037 10:-0.0301138 11:0.000108302 12:0.0543 13:0.733880910941361 14:0.808494033817791 15:0.362637362637363 16:0.56043956043956 17:0.816070786133613 18:0.9469109279726 19:0.621794871794872 20:1.39829918931 21:0.1284 22:0.0092 23:0.0459 30:0.080457 #T0918:BhageerathH-Plus_TS4
0.05086 1:0.12415 2:0.0612 3:0.423749568404537 4:0.040 5:0.786873763326814 6:0.239556 7:0.734875603467193 8:0.128938 9:-0.0144673 10:-0.000217039 11:0.0482522 12:0.0543 13:0.751410809904102 14:0.798348696488152 15:0.408424908424908 16:0.538461538461538 17:0.805900204780553 18:0.949427202255207 19:0.641025641025641 20:1.39804653412 21:0.1193 22:0.0092 23:0.055 30:0.087345 #T0918:BhageerathH-Plus_TS5
0.09026 1:0.16297 2:0.092494 3:0.459402005389224 4:0.063 5:0.650144524841023 6:0.202917 7:0.555090745584421 8:0.187488 9:0.19385 10:0.239156 11:0.186857 12:0.0772 13:0.593914804165214 14:0.743437199570209 15:0.675824175824176 16:0.586080586080586 17:0.754328756103772 18:0.941087367525275 19:0.837912087912088 20:1.50809664039 21:0.156 22:0.2569 23:0.1284 30:0.146524 #T0918:FALCON_TOPOX_TS1
0.09097 1:0.17190 2:0.0933246 3:0.51031958407258 4:0.062 5:0.639056021436288 6:0.203421 7:0.551366331397737 8:0.162698 9:0.181528 10:0.219004 11:0.154655 12:0.0771 13:0.599035250618322 14:0.73195724707346 15:0.692307692307692 16:0.586080586080586 17:0.744776027499476 18:0.938489687448195 19:0.846153846153846 20:1.52823943968 21:0.156 22:0.2569 23:0.1376 30:0.150155 #T0918:FALCON_TOPOX_TS2
0.08596 1:0.15801 2:0.0857828 3:0.486133140531599 4:0.057 5:0.637875836821533 6:0.195431 7:0.545931038484045 8:0.151203 9:0.1716 10:0.18704 11:0.153105 12:0.0730 13:0.601413903002804 14:0.735768817508341 15:0.664835164835165 16:0.558608058608059 17:0.748389949074155 18:0.940698981424233 19:0.82967032967033 20:1.50532996038 21:0.1376 22:0.2385 23:0.1193 30:0.138866 #T0918:FALCON_TOPOX_TS3
