0.08679 1:0.16069 2:0.0887707 3:0.589995516355149 4:0.043 5:0.54105259180964 6:0.121827 7:0.457399986031852 8:-0.0132189 9:-0.081389 10:-0.0652785 11:-0.0469841 12:0.0816 13:0.722600329951348 14:0.730845625345967 15:0.523316062176166 16:0.492227979274611 17:0.736811349397302 18:0.883430435599812 19:0.761658031088083 20:1.18375261136 21:0.1538 22:0.0769 23:0 30:0.126518 #T0880:ACOMPMOD_TS1
0.08549 1:0.17122 2:0.08929 3:0.617923198759034 4:0.042 5:0.554312082340205 6:0.125505 7:0.479604282769434 8:-0.0786145 9:-0.222814 10:-0.161344 11:-0.157384 12:0.0802 13:0.76660852237393 14:0.731040995083195 15:0.424870466321244 16:0.564766839378238 17:0.741069094643989 18:0.878692083490347 19:0.712435233160622 20:1.17944295359 21:0.1538 22:0.0769 23:0.0256 30:0.129654 #T0880:ACOMPMOD_TS2
0.08679 1:0.18473 2:0.089962 3:0.625330955839712 4:0.044 5:0.478298645097768 6:0.102222 7:0.427758555311478 8:-0.156373 9:-0.237018 10:-0.118722 11:-0.155453 12:0.0754 13:0.740748227251842 14:0.677705056820032 15:0.461139896373057 16:0.549222797927461 17:0.689719014818065 18:0.858284384135048 19:0.730569948186529 20:1.19580794291 21:0.1026 22:0.1538 23:0 30:0.135157 #T0880:ACOMPMOD_TS3
0.10104 1:0.21098 2:0.0881587 3:0.648812273239044 4:0.045 5:0.543711534244561 6:0.127 7:0.494405333643737 8:-0.020633 9:-0.204134 10:-0.0946621 11:-0.0934318 12:0.0747 13:0.761201294204071 14:0.718960632997949 15:0.492227979274611 16:0.61139896373057 17:0.72598840086575 18:0.867703882679169 19:0.746113989637306 20:1.19144060329 21:0 22:0.1538 23:0 30:0.126697 #T0880:ACOMPMOD_TS4
0.08938 1:0.16369 2:0.0832653 3:0.624695323021408 4:0.038 5:0.498323596380631 6:0.0853109 7:0.457020026503665 8:-0.0992524 9:-0.196959 10:-0.0968525 11:-0.123538 12:0.0742 13:0.731757291838815 14:0.68324053270815 15:0.512953367875648 16:0.487046632124352 17:0.694055390408918 18:0.866976722489099 19:0.748704663212435 20:1.17693182938 21:0.0256 22:0 23:0 30:0.118006 #T0880:ACOMPMOD_TS5
0.20466 1:0.38914 2:0.101038 3:0.683878337243829 4:0.054 5:0.671711486463007 6:0.333254 7:0.655741086610476 8:0.254092 9:0.225096 10:0.294756 11:0.306319 12:0.0865 13:0.827913368188067 14:0.743772589625867 15:0.683937823834197 16:0.632124352331606 17:0.761246648577083 18:0.890989839585143 19:0.841968911917098 20:1.4508189421 21:0 22:0.0256 23:0.1795 30:0.174036 #T0880:Atome2_CBS_TS1
0.16321 1:0.23875 2:0.114851 3:0.631125661991728 4:0.064 5:0.702055565025239 6:0.247988 7:0.653585456412216 8:0.123631 9:0.118391 10:0.130361 11:0.178621 12:0.0966 13:0.783212125091109 14:0.777636677412002 15:0.544041450777202 16:0.564766839378238 17:0.783759107119819 18:0.908559640631594 19:0.740932642487047 20:1.38406762949 21:0.1026 22:0.0769 23:0.0256 30:0.155799 #T0880:Atome2_CBS_TS5
0.13601 1:0.63629 2:0.117062 3:0.719837242136674 4:0.067 5:0.777971260319257 6:0.362422 7:0.770864905287203 8:0.429799 9:0.32067 10:0.392754 11:0.41838 12:0.1038 13:0.878429932146948 14:0.775780664908339 15:0.652849740932642 16:0.694300518134715 17:0.790725174293757 18:0.90709578806299 19:0.810880829015544 20:1.49623533082 21:0.2821 22:0.2051 23:0 30:0.210877 #T0880:BAKER-ROSETTASERVER_TS1
0.13472 1:0.59460 2:0.118691 3:0.716296525820205 4:0.067 5:0.751313753023938 6:0.395582 7:0.746537778427768 8:0.418602 9:0.303113 10:0.436304 11:0.43883 12:0.1024 13:0.887848925460991 14:0.770603366871805 15:0.637305699481865 16:0.72020725388601 17:0.788520892111511 18:0.89773885555246 19:0.813471502590674 20:1.4897142689 21:0.2051 22:0.0513 23:0 30:0.202600 #T0880:BAKER-ROSETTASERVER_TS2
0.14637 1:0.55368 2:0.113181 3:0.709872133328466 4:0.063 5:0.752222736914091 6:0.354064 7:0.744123401104717 8:0.403863 9:0.244385 10:0.404409 11:0.411368 12:0.1015 13:0.872577737741219 14:0.763700302823093 15:0.606217616580311 16:0.658031088082902 17:0.782889600289504 18:0.90231264675385 19:0.797927461139896 20:1.47496917107 21:0.1538 22:0.0256 23:0.1282 30:0.204026 #T0880:BAKER-ROSETTASERVER_TS3
0.11658 1:0.51917 2:0.104031 3:0.74620713012057 4:0.059 5:0.720665356724391 6:0.372781 7:0.711509448516829 8:0.365159 9:0.292111 10:0.323474 11:0.378487 12:0.0926 13:0.862790486625698 14:0.748005600599134 15:0.658031088082902 16:0.699481865284974 17:0.766782172210857 18:0.895318511666422 19:0.821243523316062 20:1.51852260652 21:0.4359 22:0.3077 23:0.0256 30:0.204493 #T0880:BAKER-ROSETTASERVER_TS4
