0.20968 1:0.26698 2:0.212059 3:0.627524857106322 4:0.101 5:0.498123806936085 6:0.154369 7:0.440240975422427 8:0.153151 9:0.154427 10:0.101588 11:0.166159 12:0.2007 13:0.85499182414423 14:0.722404205073513 15:0.52 16:0.586666666666667 17:0.726835844788917 18:0.824642153939658 19:0.746666666666667 20:1.2219577076 21:0.1333 22:0 23:0 30:0.253520 #T0865:ACOMPMOD_TS1
0.18145 1:0.24709 2:0.183779 3:0.601048860107752 4:0.073 5:0.470981288449413 6:0.122948 7:0.38970649124424 8:-0.00533901 9:0.106688 10:0.0937384 11:0.0158419 12:0.1780 13:0.863271061064359 14:0.72606079073665 15:0.4 16:0.573333333333333 17:0.732899653174364 18:0.829463081931172 19:0.686666666666667 20:1.25902807929 21:0.4667 22:0 23:0 30:0.240116 #T0865:ACOMPMOD_TS2
0.24597 1:0.22847 2:0.226833 3:0.630754917738118 4:0.128 5:0.575575320894239 6:0.221802 7:0.492789838504864 8:0.0978098 9:0.233496 10:0.153219 11:0.119657 12:0.2481 13:0.886421730406397 14:0.770853965110079 15:0.333333333333333 16:0.613333333333333 17:0.775429242878927 18:0.850845178142154 19:0.666666666666667 20:1.23968475344 21:0.0667 22:0.0667 23:0.0667 30:0.274701 #T0865:ACOMPMOD_TS3
0.28226 1:0.27031 2:0.238384 3:0.649546383444841 4:0.148 5:0.466580294067068 6:0.121087 7:0.400325945826933 8:0.117878 9:0.213078 10:0.193266 11:0.143923 12:0.2546 13:0.874586205863856 14:0.70046469109469 15:0.4 16:0.56 17:0.71580377802629 18:0.819243515637743 19:0.7 20:1.23335555834 21:0 22:0 23:0 30:0.294932 #T0865:ACOMPMOD_TS4
0.28226 1:0.34500 2:0.268556 3:0.644311733808801 4:0.168 5:0.559685321582115 6:0.182214 7:0.51605992780338 8:0.258345 9:0.26369 10:0.271718 11:0.214209 12:0.3036 13:0.889510347099518 14:0.736040222442295 15:0.586666666666667 16:0.68 17:0.739799217625116 18:0.840720710718175 19:0.793333333333333 20:1.27050452235 21:0 22:0.0667 23:0.0667 30:0.327621 #T0865:ACOMPMOD_TS5
0.52419 1:0.57837 2:0.385453 3:0.658850336213323 4:0.278 5:0.590851924047005 6:0.161077 7:0.560901347670251 8:0.327118 9:0.50384 10:0.503905 11:0.304657 12:0.4259 13:0.911853134078045 14:0.730174449607679 15:0.773333333333333 16:0.706666666666667 17:0.737588295841513 18:0.774926380779576 19:0.886666666666667 20:1.41325724484 21:0 22:0.1333 23:0.2 30:0.457504 #T0865:Atome2_CBS_TS1
0.31452 1:0.41228 2:0.298071 3:0.668787841792752 4:0.212 5:0.628867296016051 6:0.279953 7:0.618342773988735 8:0.411069 9:0.393628 10:0.41562 11:0.383023 12:0.3469 13:0.915992572848971 14:0.758512988496991 15:0.613333333333333 16:0.666666666666667 17:0.758319074697547 18:0.833907372673078 19:0.806666666666667 20:1.33068235055 21:0.0667 22:0 23:0.2667 30:0.381572 #T0865:Atome2_CBS_TS2
0.34677 1:0.48526 2:0.316346 3:0.667368937121956 4:0.222 5:0.622678674806535 6:0.288387 7:0.618527485714286 8:0.449742 9:0.418941 10:0.396074 11:0.37432 12:0.3584 13:0.918485699739451 14:0.732155100175211 15:0.746666666666667 16:0.613333333333333 17:0.737439849339995 18:0.806542939742592 19:0.873333333333333 20:1.34624975912 21:0 22:0 23:0.3333 30:0.403193 #T0865:Atome2_CBS_TS3
0.85484 1:0.72657 2:0.463143 3:0.682559631721552 4:0.354 5:0.571507369676125 6:0.130147 7:0.576470994162826 8:0.135769 9:0.365743 10:0.413986 11:0.100925 12:0.5116 13:0.927932556676949 14:0.669459891826008 15:0.933333333333333 16:0.6 17:0.683581362696288 18:0.647842547552124 19:0.966666666666667 20:1.46911248152 21:0.1333 22:0.0667 23:0 30:0.526775 #T0865:Atome2_CBS_TS4
0.62903 1:0.73478 2:0.434796 3:0.680187710057929 4:0.301 5:0.56650359942677 6:0.109352 7:0.573175333230927 8:0.187096 9:0.3793 10:0.387517 11:0.0607237 12:0.4852 13:0.917712078104879 14:0.66427972880323 15:0.88 16:0.64 17:0.675357126201384 18:0.617647577929995 19:0.94 20:1.43223183746 21:0.0667 22:0 23:0 30:0.495871 #T0865:Atome2_CBS_TS5
0.51613 1:0.78216 2:0.403989 3:0.690550559872994 4:0.296 5:0.686516470220694 6:0.259863 7:0.698213185663082 8:0.601239 9:0.794208 10:0.641696 11:0.551399 12:0.4496 13:0.939681590847833 14:0.756379980193494 15:0.973333333333333 16:0.746666666666667 17:0.764665250594601 18:0.823469755279125 19:0.986666666666667 20:1.40369027004 21:0.4667 22:0.1333 23:0.0667 30:0.490290 #T0865:BAKER-ROSETTASERVER_TS1
0.45565 1:0.60878 2:0.355117 3:0.687761738513616 4:0.258 5:0.68891119828031 6:0.309441 7:0.70484656016385 8:0.606538 9:0.55486 10:0.490235 11:0.473361 12:0.4015 13:0.939014345182834 14:0.737563799801935 15:0.826666666666667 16:0.706666666666667 17:0.747995169620704 18:0.819227042424042 19:0.913333333333333 20:1.38423910623 21:0 22:0.0667 23:0 30:0.424849 #T0865:BAKER-ROSETTASERVER_TS2
0.51613 1:0.68020 2:0.403403 3:0.672881185323872 4:0.305 5:0.676721443221553 6:0.229847 7:0.681753332206861 8:0.498847 9:0.58483 10:0.536193 11:0.380029 12:0.4556 13:0.940902638435507 14:0.748533556791346 15:0.733333333333333 16:0.706666666666667 17:0.75190035930047 18:0.776825063082282 19:0.866666666666667 20:1.39092038551 21:0 22:0.0667 23:0.2667 30:0.477366 #T0865:BAKER-ROSETTASERVER_TS3
0.52419 1:0.65672 2:0.401803 3:0.675010368447339 4:0.301 5:0.679470057323015 6:0.240141 7:0.686104760675883 8:0.496157 9:0.574486 10:0.522914 11:0.383706 12:0.4542 13:0.939735018418137 14:0.747695589243544 15:0.733333333333333 16:0.706666666666667 17:0.751889301832946 18:0.777460009821082 19:0.866666666666667 20:1.40055666234 21:0 22:0.0667 23:0.2667 30:0.474845 #T0865:BAKER-ROSETTASERVER_TS4
