0.13603 1:0.21836 2:0.131196 3:0.677585378365933 4:0.060 5:0.608354408432759 6:0.22425 7:0.562296753394553 8:0.0136153 9:-0.0647755 10:-0.0144495 11:-0.0109522 12:0.1072 13:0.801625785123268 14:0.720868189011983 15:0.430656934306569 16:0.562043795620438 17:0.725157515001993 18:0.872066930468942 19:0.700729927007299 20:1.28498658273 21:0.1481 22:0.037 23:0 30:0.164519 #T0860:ACOMPMOD_TS1
0.11029 1:0.23855 2:0.114832 3:0.708721271137465 4:0.054 5:0.645338030860285 6:0.22243 7:0.614391857557716 8:0.0609785 9:-0.0959434 10:-0.060467 11:0.0220273 12:0.1065 13:0.820583625470176 14:0.746280804883563 15:0.496350364963504 16:0.598540145985402 17:0.750871011732221 18:0.873187689491741 19:0.740875912408759 20:1.2721271882 21:0.1111 22:0.2963 23:0 30:0.159616 #T0860:ACOMPMOD_TS2
0.13603 1:0.21601 2:0.125239 3:0.663686207472626 4:0.058 5:0.578977222040909 6:0.161851 7:0.531114301523765 8:0.0593815 9:-0.132102 10:-0.0264001 11:-0.0077386 12:0.0971 13:0.802769425558742 14:0.716572462129776 15:0.467153284671533 16:0.547445255474453 17:0.727698171343598 18:0.855163473591621 19:0.726277372262774 20:1.23218859196 21:0.4074 22:0.0741 23:0.1852 30:0.188912 #T0860:ACOMPMOD_TS3
0.11765 1:0.19971 2:0.122177 3:0.688346064925445 4:0.057 5:0.59674703136866 6:0.181694 7:0.528803113458239 8:-0.0603232 9:-0.228752 10:-0.0884624 11:-0.0984796 12:0.1049 13:0.793922884328607 14:0.734026678724847 15:0.423357664233577 16:0.583941605839416 17:0.745456453185589 18:0.867604177641172 19:0.711678832116788 20:1.21465492318 21:0.037 22:0.1111 23:0 30:0.153196 #T0860:ACOMPMOD_TS4
0.13235 1:0.20074 2:0.122388 3:0.667739636729157 4:0.058 5:0.56684094297406 6:0.142627 7:0.51308232634801 8:-0.0769186 9:-0.217629 10:-0.136446 11:-0.0792213 12:0.1052 13:0.801019035309013 14:0.72869093375537 15:0.423357664233577 16:0.518248175182482 17:0.737859152417502 18:0.866753053570388 19:0.693430656934307 20:1.16934791734 21:0.0741 22:0 23:0 30:0.155260 #T0860:ACOMPMOD_TS5
0.76654 1:0.64281 2:0.570508 3:0.733196282325701 4:0.497 5:0.791361225373593 6:0.436353 7:0.796077080291971 8:0.45022 9:0.316247 10:0.412391 11:0.495518 12:0.5564 13:0.918184316241258 14:0.760524530861406 15:0.627737226277372 16:0.664233576642336 17:0.773227698823257 18:0.880156911514994 19:0.77007299270073 20:1.52930579408 21:0 22:0.037 23:0.037 30:0.549982 #T0860:Atome2_CBS_TS1
0.7739 1:0.64473 2:0.570888 3:0.73177930898114 4:0.494 5:0.80385545389786 6:0.447693 7:0.811567487750457 8:0.474021 9:0.299718 10:0.420761 11:0.509828 12:0.5556 13:0.909771937741825 14:0.760117567262039 15:0.635036496350365 16:0.678832116788321 17:0.772264681186672 18:0.880545937481699 19:0.781021897810219 20:1.54272572588 21:0 22:0.1111 23:0.1111 30:0.553600 #T0860:Atome2_CBS_TS2
0.7739 1:0.65745 2:0.57385 3:0.706017240248834 4:0.503 5:0.781525046726626 6:0.451762 7:0.781954004899817 8:0.414256 9:0.304781 10:0.402396 11:0.463823 12:0.5591 13:0.914807612432611 14:0.759891476373502 15:0.62043795620438 16:0.700729927007299 17:0.772328746692191 18:0.879879287274154 19:0.766423357664234 20:1.51883048419 21:0 22:0.037 23:0.037 30:0.548447 #T0860:Atome2_CBS_TS3
0.72978 1:0.64260 2:0.558966 3:0.733227612201054 4:0.482 5:0.787958691183762 6:0.457083 7:0.791998078363439 8:0.465327 9:0.334932 10:0.396849 11:0.488473 12:0.5442 13:0.913719774801863 14:0.76486547592132 15:0.613138686131387 16:0.64963503649635 17:0.777048253118135 18:0.879523842410913 19:0.762773722627737 20:1.51185509664 21:0 22:0.037 23:0.037 30:0.539630 #T0860:Atome2_CBS_TS4
0.77206 1:0.63777 2:0.573297 3:0.713871377354184 4:0.501 5:0.776807009966673 6:0.4214 7:0.775368911949051 8:0.423449 9:0.300731 10:0.419938 11:0.482598 12:0.5581 13:0.916674152838386 14:0.760614967216821 15:0.627737226277372 16:0.693430656934307 17:0.773388572534531 18:0.879851616310954 19:0.77007299270073 20:1.49622339107 21:0 22:0.037 23:0.037 30:0.546455 #T0860:Atome2_CBS_TS5
0.81801 1:0.71349 2:0.492183 3:0.748763947305401 4:0.400 5:0.81614090286887 6:0.484945 7:0.834245873501744 8:0.524248 9:0.445493 10:0.468455 11:0.574541 12:0.4922 13:0.935986679194114 14:0.766719421207325 15:0.664233576642336 16:0.627737226277372 17:0.781908673478616 18:0.879574252619197 19:0.784671532846715 20:1.54640177896 21:0 22:0.037 23:0.0741 30:0.515922 #T0860:BAKER-ROSETTASERVER_TS1
