0.25074 1:0.15718 2:0.182399 3:0.433273437366956 4:0.140 5:0.701394556155022 6:0.200593 7:0.550428556445644 8:0.125433 9:0.114798 10:0.0671969 11:0.118251 12:0.1893 13:0.641189415933217 14:0.801002805275207 15:0.564766839378238 16:0.5 17:0.805284343917956 18:0.944347732701465 19:0.768134715025907 20:1.37196552097 21:0.1948 22:0.1688 23:0.0519 30:0.228796 #T0913:ACOMPMOD_TS1
0.36317 1:0.25031 2:0.248017 3:0.574242699894568 4:0.185 5:0.707332569233134 6:0.21172 7:0.590344168039604 8:0.236921 9:0.222597 10:0.262144 11:0.223294 12:0.2579 13:0.64087039569703 14:0.77544900525586 15:0.694300518134715 16:0.634715025906736 17:0.778410354394777 18:0.92671190421097 19:0.836787564766839 20:1.52386594364 21:0.4935 22:0.6234 23:0.3117 30:0.336367 #T0913:ACOMPMOD_TS2
0.06805 1:0.14088 2:0.0578417 3:0.518413836558369 4:0.031 5:0.563478854133717 6:0.132452 7:0.485989173252788 8:-0.0107285 9:0.00818618 10:0.0188075 11:-0.0114028 12:0.0590 13:0.617463882403085 14:0.71250765807887 15:0.541450777202073 16:0.515544041450777 17:0.723336778024513 18:0.92244574866557 19:0.753886010362694 20:1.31262649711 21:0.013 22:0.0649 23:0.039 30:0.092233 #T0913:ACOMPMOD_TS3
0.08062 1:0.14208 2:0.0625518 3:0.47198043986694 4:0.033 5:0.606405867140547 6:0.108891 7:0.483224527410998 8:-0.0382416 9:-0.0951617 10:-0.084509 11:-0.086608 12:0.0619 13:0.591909256466151 14:0.756166768774385 15:0.559585492227979 16:0.55440414507772 17:0.760407084782532 18:0.925013195221649 19:0.778497409326425 20:1.30320911831 21:0.3506 22:0.0909 23:0.0909 30:0.111231 #T0913:ACOMPMOD_TS4
0.07175 1:0.16627 2:0.0615597 3:0.488215073786356 4:0.031 5:0.678817457119118 6:0.164748 7:0.540494539847027 8:0.0983485 9:0.0205099 10:0.0390422 11:0.0443724 12:0.0660 13:0.647831365587432 14:0.79942282268726 15:0.515544041450777 16:0.559585492227979 17:0.808271079122298 18:0.942042302317138 19:0.733160621761658 20:1.36973813902 21:0.0909 22:0.039 23:0 30:0.090956 #T0913:ACOMPMOD_TS5
0.58062 1:0.48961 2:0.455503 3:0.62434724665431 4:0.393 5:0.890721994317448 6:0.360846 7:0.837490386949532 8:0.502669 9:0.560705 10:0.477786 11:0.525772 12:0.4390 13:0.832333554815369 14:0.841227872182633 15:0.704663212435233 16:0.642487046632124 17:0.846976632378196 18:0.946679297297452 19:0.848445595854922 20:1.64138089802 21:0.6883 22:0.7143 23:0.7403 30:0.520084 #T0913:BhageerathH-Plus_TS1
0.57988 1:0.47715 2:0.458873 3:0.656269205756555 4:0.397 5:0.864624810165777 6:0.366751 7:0.82338186743392 8:0.484728 9:0.530539 10:0.483952 11:0.509676 12:0.4425 13:0.840528629303652 14:0.823573985103021 15:0.707253886010363 16:0.655440414507772 17:0.829161438430094 18:0.943063226289716 19:0.848445595854922 20:1.65829727931 21:0.6753 22:0.6753 23:0.7273 30:0.525487 #T0913:BhageerathH-Plus_TS2
0.58728 1:0.39955 2:0.439764 3:0.632646831249339 4:0.377 5:0.883121186218864 6:0.385865 7:0.833244338005301 8:0.442772 9:0.494502 10:0.393445 11:0.464135 12:0.4272 13:0.830298527168383 14:0.83879340921549 15:0.660621761658031 16:0.629533678756477 17:0.842166472031663 18:0.944522216839312 19:0.814766839378238 20:1.69165426406 21:0.6883 22:0.7143 23:0.7532 30:0.508745 #T0913:BhageerathH-Plus_TS3
0.61686 1:0.43035 2:0.444427 3:0.628732292345147 4:0.379 5:0.879974243536682 6:0.37391 7:0.829506611749162 8:0.440246 9:0.465838 10:0.434187 11:0.466205 12:0.4280 13:0.83918832813592 14:0.83558507722568 15:0.702072538860104 16:0.642487046632124 17:0.839656415770846 18:0.944210882442605 19:0.844559585492228 20:1.66146838415 21:0.6623 22:0.7403 23:0.7532 30:0.510730 #T0913:BhageerathH-Plus_TS4
0.56953 1:0.44513 2:0.459845 3:0.655392264062471 4:0.399 5:0.863257106275534 6:0.356089 7:0.816799865869965 8:0.472107 9:0.498354 10:0.47513 11:0.489565 12:0.4413 13:0.830318761920206 14:0.822590526553381 15:0.676165803108808 16:0.645077720207254 17:0.827469758799455 18:0.942727728619627 19:0.830310880829015 20:1.64989121889 21:0.7403 22:0.6623 23:0.7143 30:0.521804 #T0913:BhageerathH-Plus_TS5
0.58136 1:0.36814 2:0.484273 3:0.599542998891051 4:0.424 5:0.76845965103872 6:0.356071 7:0.696614661063489 8:0.417979 9:0.469524 10:0.422513 11:0.437647 12:0.4616 13:0.726414674643847 14:0.78347789636604 15:0.707253886010363 16:0.629533678756477 17:0.78731970541921 18:0.917543074350752 19:0.849740932642487 20:1.66011861376 21:0.6234 22:0.7792 23:0.9351 30:0.537399 #T0913:FALCON_TOPOX_TS1
