0.06485 1:0.14869 2:0.0616988 3:0.495687079820106 4:0.030 5:0.649508345309125 6:0.17712 7:0.536889482878124 8:0.0283094 9:-0.0522767 10:-0.00810431 11:-0.00818843 12:0.0628 13:0.631687911426568 14:0.765228524870024 15:0.448170731707317 16:0.606707317073171 17:0.771986632105295 18:0.93171867133081 19:0.69359756097561 20:1.36412919765 21:0.0758 22:0.1515 23:0 30:0.091224 #T0901:ACOMPMOD_TS1
0.08788 1:0.14899 2:0.0679857 3:0.539806098181791 4:0.036 5:0.618480044748652 6:0.130342 7:0.496852377814619 8:0.0471452 9:0.00248993 10:0.107986 11:0.0253203 12:0.0683 13:0.6278902231708 14:0.764161558159385 15:0.573170731707317 16:0.542682926829268 17:0.771206610733161 18:0.931483741536405 19:0.780487804878049 20:1.28472380464 21:0.197 22:0.1515 23:0.0152 30:0.106345 #T0901:ACOMPMOD_TS2
0.09215 1:0.15126 2:0.0754969 3:0.523739969732197 4:0.045 5:0.706506665412726 6:0.160874 7:0.552782725661272 8:0.0733677 9:0.0273374 10:0.0538506 11:0.0364539 12:0.0714 13:0.63685226490132 14:0.805443470163731 15:0.554878048780488 16:0.518292682926829 17:0.809056645038598 18:0.936854140174864 19:0.763719512195122 20:1.36940305768 21:0.0455 22:0.1515 23:0 30:0.102881 #T0901:ACOMPMOD_TS3
0.11007 1:0.16620 2:0.0893317 3:0.55529840240982 4:0.048 5:0.673934842331124 6:0.170083 7:0.55739853934847 8:0.069477 9:0.059493 10:0.0944255 11:0.0699834 12:0.0735 13:0.647555947808931 14:0.785656087530069 15:0.621951219512195 16:0.573170731707317 17:0.788332238596009 18:0.935995410289353 19:0.810975609756098 20:1.30120467033 21:0.0152 22:0.0152 23:0 30:0.106254 #T0901:ACOMPMOD_TS4
0.07253 1:0.12773 2:0.058582 3:0.524826229517256 4:0.034 5:0.616922887926515 6:0.159472 7:0.499685501222322 8:-0.0164326 9:-0.0897918 10:-0.0214216 11:-0.0171372 12:0.0631 13:0.633650195127096 14:0.752715915263444 15:0.5 16:0.490853658536585 17:0.762875902000574 18:0.927592190939487 19:0.722560975609756 20:1.32630844552 21:0.1364 22:0.0303 23:0 30:0.093269 #T0901:ACOMPMOD_TS5
0.36348 1:0.45050 2:0.367479 3:0.624526158993689 4:0.299 5:0.745338151647338 6:0.313016 7:0.63081300923064 8:0.358891 9:0.33387 10:0.408355 11:0.342648 12:0.3604 13:0.707200934376493 14:0.800807014821138 15:0.731707317073171 16:0.664634146341463 17:0.811109689423609 18:0.933685803350929 19:0.86280487804878 20:1.54774218331 21:0.2424 22:0.1061 23:0.8333 30:0.442488 #T0901:Atome2_CBS_TS1
0.36348 1:0.42984 2:0.367479 3:0.624526158993689 4:0.299 5:0.745338151647338 6:0.313016 7:0.63081300923064 8:0.358891 9:0.33387 10:0.408355 11:0.342648 12:0.3604 13:0.707200934376493 14:0.800807014821138 15:0.731707317073171 16:0.664634146341463 17:0.811109689423609 18:0.933685803350929 19:0.86280487804878 20:1.54774218331 21:0.2424 22:0.1061 23:0.8333 30:0.441389 #T0901:Atome2_CBS_TS2
0.35239 1:0.37603 2:0.302615 3:0.584999029523887 4:0.226 5:0.744261878696286 6:0.30543 7:0.632069568300176 8:0.328179 9:0.340471 10:0.393478 11:0.345016 12:0.3106 13:0.705630145740397 14:0.797256925583922 15:0.707317073170732 16:0.634146341463415 17:0.807534707704881 18:0.931817890500688 19:0.852134146341463 20:1.55899231014 21:0.2424 22:0.1212 23:0.8939 30:0.402996 #T0901:Atome2_CBS_TS3
0.35239 1:0.37603 2:0.302615 3:0.584999029523887 4:0.226 5:0.744261878696286 6:0.30543 7:0.632069568300176 8:0.328179 9:0.340471 10:0.393478 11:0.345016 12:0.3106 13:0.705630145740397 14:0.797256925583922 15:0.707317073170732 16:0.634146341463415 17:0.807534707704881 18:0.931817890500688 19:0.852134146341463 20:1.55899231014 21:0.2424 22:0.1212 23:0.8939 30:0.402996 #T0901:Atome2_CBS_TS4
0.33191 1:0.34673 2:0.290077 3:0.584676372118532 4:0.220 5:0.732580335890149 6:0.254255 7:0.581293696704882 8:0.271761 9:0.235878 10:0.31225 11:0.247095 12:0.2954 13:0.63521439163156 14:0.813552417164584 15:0.621951219512195 16:0.643292682926829 17:0.822313263423696 18:0.935251267947997 19:0.807926829268293 20:1.44279670961 21:0.303 22:0.2576 23:0.8939 30:0.384149 #T0901:Atome2_CBS_TS5
0.39846 1:0.51745 2:0.314042 3:0.700665622282408 4:0.246 5:0.788125769443512 6:0.381907 7:0.757900502580458 8:0.448513 9:0.498954 10:0.520734 11:0.464936 12:0.3169 13:0.837193582210861 14:0.777353146581827 15:0.777439024390244 16:0.679878048780488 17:0.787519659060285 18:0.922597937507388 19:0.888719512195122 20:1.63593801223 21:0.2727 22:0.1212 23:0.9242 30:0.442505 #T0901:BAKER-ROSETTASERVER_TS1
