0.69142 1:0.58893 2:0.638783 3:0.712039384029932 4:0.536 5:0.822162263773513 6:0.372548 7:0.781368705932386 8:0.550539 9:0.549612 10:0.579228 11:0.530911 12:0.6272 13:0.811960534825892 14:0.80844772967265 15:0.776859504132231 16:0.731404958677686 17:0.806706476387982 18:0.919415529304208 19:0.888429752066116 20:1.53838928707 21:0.5417 22:0.5625 23:0.8958 30:0.614286 #T0889:ACOMPMOD_TS1
0.63389 1:0.56625 2:0.594278 3:0.689367114270532 4:0.503 5:0.809284031839145 6:0.348781 7:0.734595030595016 8:0.532434 9:0.530875 10:0.566779 11:0.508088 12:0.5788 13:0.772456766125579 14:0.815417106652587 15:0.739669421487603 16:0.743801652892562 17:0.815148231715052 18:0.921815159327214 19:0.869834710743802 20:1.47522673159 21:0.4583 22:0.6042 23:0.9583 30:0.579580 #T0889:ACOMPMOD_TS2
0.72803 1:0.71949 2:0.693875 3:0.779606929815497 4:0.621 5:0.828818407705208 6:0.39838 7:0.805110638655089 8:0.615214 9:0.603836 10:0.562706 11:0.55203 12:0.6811 13:0.827720962855788 14:0.796911298838437 15:0.805785123966942 16:0.78099173553719 17:0.801643139029895 18:0.917318838998961 19:0.902892561983471 20:1.56376702382 21:0.6667 22:0.8125 23:0.9792 30:0.671604 #T0889:ACOMPMOD_TS3
0.56695 1:0.48772 2:0.54345 3:0.739389026723521 4:0.434 5:0.728518633290223 6:0.325301 7:0.679977650785187 8:0.455429 9:0.477574 10:0.420664 11:0.430708 12:0.5371 13:0.770118709213534 14:0.767476240760296 15:0.731404958677686 16:0.743801652892562 17:0.771888939051177 18:0.914038665281946 19:0.861570247933884 20:1.47820709989 21:0.3958 22:0.8333 23:0.8333 30:0.553787 #T0889:ACOMPMOD_TS4
0.67887 1:0.63508 2:0.677977 3:0.769378730467515 4:0.606 5:0.799306330663786 6:0.373461 7:0.766397809790405 8:0.612239 9:0.57047 10:0.622095 11:0.576861 12:0.6636 13:0.81320710492971 14:0.781573389651531 15:0.838842975206612 16:0.731404958677686 17:0.781995933994147 18:0.915159478194933 19:0.919421487603306 20:1.54478360373 21:0.75 22:0.875 23:1 30:0.665418 #T0889:ACOMPMOD_TS5
0.84728 1:0.78069 2:0.762997 3:0.813473176632281 4:0.690 5:0.873165571139757 6:0.450008 7:0.866289264830966 8:0.693318 9:0.671695 10:0.705466 11:0.668832 12:0.7479 13:0.872147304458469 14:0.806177402323126 15:0.863636363636364 16:0.756198347107438 17:0.809610309855549 18:0.918187716216572 19:0.931818181818182 20:1.63199973185 21:0.7083 22:0.9167 23:1 30:0.738092 #T0889:Atome2_CBS_TS1
0.81172 1:0.80583 2:0.761318 3:0.807066895934027 4:0.677 5:0.8596466845505 6:0.441225 7:0.849523522394028 8:0.719781 9:0.716325 10:0.70048 11:0.668438 12:0.7550 13:0.857523918954879 14:0.80551742344245 15:0.867768595041322 16:0.78099173553719 17:0.80696336997885 18:0.917993054824273 19:0.933884297520661 20:1.64603505785 21:0.8125 22:0.9375 23:0.9792 30:0.740617 #T0889:Atome2_CBS_TS2
0.81172 1:0.80583 2:0.761318 3:0.807066895934027 4:0.677 5:0.8596466845505 6:0.441225 7:0.849523522394028 8:0.719781 9:0.716325 10:0.70048 11:0.668438 12:0.7550 13:0.857523918954879 14:0.80551742344245 15:0.867768595041322 16:0.78099173553719 17:0.80696336997885 18:0.917993054824273 19:0.933884297520661 20:1.64603505785 21:0.8125 22:0.9375 23:0.9792 30:0.740617 #T0889:Atome2_CBS_TS3
0.83054 1:0.84512 2:0.769761 3:0.821853100419569 4:0.688 5:0.884455889406849 6:0.464321 7:0.891444697096647 8:0.765432 9:0.753184 10:0.733565 11:0.71419 12:0.7517 13:0.913474887961131 14:0.806151003167899 15:0.851239669421488 16:0.814049586776859 17:0.809027330888855 18:0.917769920199728 19:0.923553719008264 20:1.63173020554 21:0.7292 22:0.9375 23:0.9792 30:0.751631 #T0889:BAKER-ROSETTASERVER_TS1
0.83577 1:0.85568 2:0.773562 3:0.826994960046264 4:0.696 5:0.872544364833752 6:0.465899 7:0.874163653089335 8:0.781572 9:0.801216 10:0.785573 11:0.771566 12:0.7541 13:0.897406936805319 14:0.806045406546991 15:0.867768595041322 16:0.809917355371901 17:0.807578974784533 18:0.91748398371774 19:0.933884297520661 20:1.63504530135 21:0.7083 22:0.9167 23:0.9792 30:0.758317 #T0889:BAKER-ROSETTASERVER_TS2
0.82322 1:0.81928 2:0.767629 3:0.83945201495169 4:0.688 5:0.873229755157295 6:0.462174 7:0.872309050919755 8:0.753744 9:0.734039 10:0.728635 11:0.710186 12:0.7479 13:0.891738730466995 14:0.802903907074974 15:0.871900826446281 16:0.809917355371901 17:0.805149342880584 18:0.917582370106477 19:0.933884297520661 20:1.65207538469 21:0.75 22:0.9375 23:0.9792 30:0.752708 #T0889:BAKER-ROSETTASERVER_TS3
0.81381 1:0.83022 2:0.764365 3:0.82523444175541 4:0.684 5:0.873022878669443 6:0.455538 7:0.876030900680454 8:0.761938 9:0.756658 10:0.715652 11:0.705806 12:0.7459 13:0.901782400513185 14:0.803273495248152 15:0.87603305785124 16:0.797520661157025 17:0.805775508464808 18:0.917367196516054 19:0.935950413223141 20:1.63338643334 21:0.75 22:0.9583 23:0.9792 30:0.749559 #T0889:BAKER-ROSETTASERVER_TS4
0.83159 1:0.84370 2:0.769163 3:0.845898592355482 4:0.687 5:0.879454677771224 6:0.45493 7:0.88286805315408 8:0.76419 9:0.747351 10:0.755247 11:0.722853 12:0.7509 13:0.906929315501104 14:0.807814149947202 15:0.863636363636364 16:0.789256198347107 17:0.810605915833483 18:0.917676955570271 19:0.931818181818182 20:1.62051103723 21:0.6875 22:0.9583 23:0.9792 30:0.751029 #T0889:BAKER-ROSETTASERVER_TS5
0.80858 1:0.85769 2:0.761486 3:0.844707600836237 4:0.681 5:0.902357951756287 6:0.44033 7:0.907228186578817 8:0.756876 9:0.763781 10:0.755793 11:0.710599 12:0.7470 13:0.893720272030199 14:0.81512671594509 15:0.867768595041322 16:0.814049586776859 17:0.817666276113174 18:0.918383878463855 19:0.933884297520661 20:1.6595294838 21:0.6667 22:0.8958 23:0.9792 30:0.747211 #T0889:BhageerathH-Plus_TS1
0.83159 1:0.86032 2:0.760909 3:0.828088343989872 4:0.677 5:0.908734937323678 6:0.449504 7:0.917932859269274 8:0.721746 9:0.709885 10:0.673251 11:0.673678 12:0.7515 13:0.899484083695635 14:0.818215417106653 15:0.871900826446281 16:0.789256198347107 17:0.820737255008854 18:0.918385337524133 19:0.935950413223141 20:1.65535684839 21:0.6667 22:0.875 23:0.9792 30:0.742565 #T0889:BhageerathH-Plus_TS2
0.81695 1:0.85367 2:0.769175 3:0.820620916712441 4:0.688 5:0.904997382588489 6:0.441861 7:0.911386117955847 8:0.736639 9:0.736506 10:0.709149 11:0.701967 12:0.7569 13:0.89668377282412 14:0.819561774023231 15:0.863636363636364 16:0.797520661157025 17:0.822108292280864 18:0.918489586035792 19:0.931818181818182 20:1.64817181225 21:0.6875 22:0.8958 23:1 30:0.747302 #T0889:BhageerathH-Plus_TS3
0.79393 1:0.83439 2:0.754893 3:0.813792863829552 4:0.667 5:0.896550552450559 6:0.442181 7:0.900426924851786 8:0.683598 9:0.715613 10:0.654771 11:0.66727 12:0.7421 13:0.900290252486179 14:0.814361140443506 15:0.871900826446281 16:0.793388429752066 17:0.815833960274789 18:0.918967491323396 19:0.935950413223141 20:1.65114979823 21:0.6667 22:0.9792 23:1 30:0.737858 #T0889:BhageerathH-Plus_TS4
0.79079 1:0.84589 2:0.770456 3:0.818077746851798 4:0.686 5:0.900163405786545 6:0.446704 7:0.907318564255881 8:0.726434 9:0.735312 10:0.718702 11:0.697395 12:0.7563 13:0.900313250633991 14:0.816024287222809 15:0.855371900826446 16:0.785123966942149 17:0.817425401317889 18:0.918690816940359 19:0.927685950413223 20:1.65708197461 21:0.7083 22:0.9375 23:1 30:0.750780 #T0889:BhageerathH-Plus_TS5
0.78347 1:0.79465 2:0.795303 3:0.808376091122851 4:0.724 5:0.858845313470435 6:0.413074 7:0.834276782127941 8:0.681972 9:0.692736 10:0.692977 11:0.663042 12:0.7774 13:0.846842204509047 14:0.803643083421331 15:0.809917355371901 16:0.793388429752066 17:0.805232929435766 18:0.918911104512648 19:0.90495867768595 20:1.6230788235 21:0.75 22:0.8958 23:0.9792 30:0.748974 #T0889:FALCON_TOPOX_TS1
0.78452 1:0.78056 2:0.796417 3:0.786655271355329 4:0.724 5:0.852393216762718 6:0.394844 7:0.82347534705031 8:0.67902 9:0.697799 10:0.678204 11:0.654026 12:0.7782 13:0.845817685487552 14:0.801979936642027 15:0.814049586776859 16:0.809917355371901 17:0.805254466226603 18:0.918827733521103 19:0.90702479338843 20:1.61013264756 21:0.7083 22:0.875 23:0.9792 30:0.744915 #T0889:FALCON_TOPOX_TS2
0.78661 1:0.78465 2:0.794597 3:0.79323527562857 4:0.722 5:0.858541268946796 6:0.40677 7:0.831247084110904 8:0.689976 9:0.706925 10:0.706809 11:0.66388 12:0.7771 13:0.841822880777954 14:0.803748680042239 15:0.818181818181818 16:0.809917355371901 17:0.805520628757658 18:0.918796183879742 19:0.909090909090909 20:1.61780974073 21:0.7083 22:0.8958 23:1 30:0.746024 #T0889:FALCON_TOPOX_TS3
0.7772 1:0.79689 2:0.794234 3:0.806585126432257 4:0.722 5:0.859991053665712 6:0.400921 7:0.833434682783004 8:0.711639 9:0.723916 10:0.702263 11:0.67847 12:0.7764 13:0.847581581743876 14:0.806019007391763 15:0.814049586776859 16:0.805785123966942 17:0.808708705879522 18:0.919046408886937 19:0.90702479338843 20:1.61674499505 21:0.7083 22:0.8958 23:0.9792 30:0.748027 #T0889:FALCON_TOPOX_TS4
