0.14955 1:0.19207 2:0.118336 3:0.593826379812158 4:0.063 5:0.499760574012832 6:0.103114 7:0.439898797766749 8:0.0825093 9:0.154631 10:0.132099 11:0.110723 12:0.1085 13:0.806967577468108 14:0.717717853587911 15:0.523076923076923 16:0.476923076923077 17:0.722803064426641 18:0.875496299005474 19:0.746153846153846 20:1.23788986053 21:0.0385 22:0 23:0 30:0.164995 #T0891:ACOMPMOD_TS1
0.14955 1:0.18238 2:0.129238 3:0.609449712477381 4:0.062 5:0.566726178550169 6:0.154421 7:0.487524682323053 8:0.0725435 9:0.109668 10:0.0504539 11:0.0628509 12:0.1213 13:0.793667270059232 14:0.760790878653516 15:0.546153846153846 16:0.546153846153846 17:0.76695105268313 18:0.880399633562351 19:0.773076923076923 20:1.28161941558 21:0 22:0 23:0.1923 30:0.180288 #T0891:ACOMPMOD_TS2
0.85491 1:0.70815 2:0.712808 3:0.689205315898481 4:0.620 5:0.68345375186851 6:0.425569 7:0.668679968569065 8:0.610543 9:0.749354 10:0.735528 11:0.714519 12:0.7021 13:0.864113602039395 14:0.757261786263687 15:0.853846153846154 16:0.661538461538462 17:0.766519054385083 18:0.871196216066633 19:0.923076923076923 20:1.56350786779 21:0.8462 22:0.8077 23:1 30:0.726379 #T0891:ACOMPMOD_TS3
0.83036 1:0.74742 2:0.69544 3:0.687846323370964 4:0.600 5:0.691717108902705 6:0.400786 7:0.682272165425972 8:0.63103 9:0.810513 10:0.773366 11:0.757699 12:0.6876 13:0.875844196184702 14:0.755406750520315 15:0.861538461538462 16:0.692307692307692 17:0.764549473827147 18:0.873889395840847 19:0.926923076923077 20:1.57247091802 21:0.9231 22:0.8077 23:1 30:0.724120 #T0891:ACOMPMOD_TS4
0.17411 1:0.16896 2:0.157882 3:0.58900638845054 4:0.088 5:0.527050394768173 6:0.112875 7:0.438871174288078 8:-0.0110418 9:0.0679339 10:-0.0193784 11:0.0118407 12:0.1352 13:0.782435385225094 14:0.740566464573342 15:0.461538461538462 16:0.469230769230769 17:0.746112733040406 18:0.882858174198963 19:0.730769230769231 20:1.22255915124 21:0.2308 22:0.0385 23:0 30:0.197926 #T0891:ACOMPMOD_TS5
0.88393 1:0.75616 2:0.721733 3:0.69610999916251 4:0.634 5:0.706215600734176 6:0.416078 7:0.706234641321045 8:0.65468 9:0.820188 10:0.752327 11:0.731722 12:0.7114 13:0.875414680648236 14:0.76255542484843 15:0.853846153846154 16:0.646153846153846 17:0.770384705770368 18:0.871951732819965 19:0.923076923076923 20:1.58583738747 21:0.9231 22:0.7692 23:1 30:0.740466 #T0891:Atome2_CBS_TS1
0.85938 1:0.76867 2:0.71257 3:0.696203628685074 4:0.621 5:0.718037883689397 6:0.409921 7:0.714930640198511 8:0.635712 9:0.825406 10:0.765452 11:0.762912 12:0.7038 13:0.873749424277803 14:0.768889693240431 15:0.853846153846154 16:0.676923076923077 17:0.77707982930799 18:0.875531652881837 19:0.923076923076923 20:1.61128931815 21:0.8846 22:0.7692 23:1 30:0.737077 #T0891:Atome2_CBS_TS2
0.8683 1:0.81202 2:0.701565 3:0.693119218141731 4:0.606 5:0.743547240922019 6:0.471811 7:0.750342714226634 8:0.665979 9:0.83998 10:0.816829 11:0.792281 12:0.6886 13:0.926571909041248 14:0.769839833499231 15:0.861538461538462 16:0.692307692307692 17:0.778228976248744 18:0.877787594128571 19:0.926923076923077 20:1.59106563723 21:0.9231 22:0.8077 23:1 30:0.735072 #T0891:BAKER-ROSETTASERVER_TS1
0.79911 1:0.84697 2:0.662124 3:0.710556516944121 4:0.564 5:0.779886485911767 6:0.507748 7:0.799757376757651 8:0.73956 9:0.889647 10:0.854999 11:0.847138 12:0.6651 13:0.932811345208385 14:0.77748620034386 15:0.815384615384615 16:0.684615384615385 17:0.786959859981039 18:0.877476324238813 19:0.903846153846154 20:1.62223997233 21:0.8846 22:0.7692 23:1 30:0.721769 #T0891:BAKER-ROSETTASERVER_TS2
0.80134 1:0.85475 2:0.655057 3:0.716599432200463 4:0.558 5:0.74323988924532 6:0.491105 7:0.760993165071488 8:0.725923 9:0.914499 10:0.878179 11:0.838318 12:0.6610 13:0.927159092126262 14:0.766310741109402 15:0.830769230769231 16:0.715384615384615 17:0.7739784501952 18:0.868738507249458 19:0.911538461538462 20:1.62952070576 21:0.9231 22:0.7692 23:1 30:0.727235 #T0891:BAKER-ROSETTASERVER_TS3
0.79241 1:0.84192 2:0.663259 3:0.723877410254456 4:0.563 5:0.7836678288908 6:0.47993 7:0.800693898263027 8:0.692289 9:0.85324 10:0.800661 11:0.788968 12:0.6642 13:0.93693758635833 14:0.789476065514433 15:0.815384615384615 16:0.646153846153846 17:0.79556277280225 18:0.881621953433209 19:0.903846153846154 20:1.60918236204 21:0.9231 22:0.7692 23:0.9615 30:0.713421 #T0891:BAKER-ROSETTASERVER_TS4
0.84821 1:0.81605 2:0.684196 3:0.731381228362876 4:0.588 5:0.764670646702824 6:0.480858 7:0.775149571133168 8:0.687279 9:0.79387 10:0.763673 11:0.777315 12:0.6852 13:0.931715705701524 14:0.790019002805176 15:0.792307692307692 16:0.661538461538462 17:0.795611756918727 18:0.879559475823828 19:0.892307692307692 20:1.61704022731 21:0.8846 22:0.7692 23:1 30:0.728051 #T0891:BAKER-ROSETTASERVER_TS5
0.86384 1:0.79457 2:0.708681 3:0.688995755147977 4:0.621 5:0.763285138765791 6:0.45162 7:0.771285669975186 8:0.628537 9:0.87281 10:0.691191 11:0.747754 12:0.6984 13:0.910661196859502 14:0.789068862546376 15:0.876923076923077 16:0.615384615384615 17:0.795188408578835 18:0.880067758544612 19:0.934615384615385 20:1.62817448822 21:0.9615 22:0.8462 23:1 30:0.738016 #T0891:BhageerathH-Plus_TS1
0.88393 1:0.81791 2:0.71384 3:0.691673088993214 4:0.624 5:0.765461940902176 6:0.440043 7:0.775869559494269 8:0.651806 9:0.877444 10:0.675959 11:0.734713 12:0.7033 13:0.916414669937126 14:0.785539770156547 15:0.884615384615385 16:0.653846153846154 17:0.789712217010747 18:0.880071003695659 19:0.938461538461538 20:1.64688513948 21:0.9615 22:0.8462 23:1 30:0.746853 #T0891:BhageerathH-Plus_TS2
0.86384 1:0.81860 2:0.713126 3:0.707279860054446 4:0.624 5:0.765578718268404 6:0.450406 7:0.782093284768994 8:0.701889 9:0.921621 10:0.751142 11:0.792865 12:0.7000 13:0.921872944805647 14:0.782010677766718 15:0.869230769230769 16:0.661538461538462 17:0.787439351023467 18:0.880135452811828 19:0.930769230769231 20:1.65160484018 21:0.9615 22:0.8077 23:1 30:0.752924 #T0891:BhageerathH-Plus_TS3
0.85938 1:0.80692 2:0.704226 3:0.709781697357389 4:0.608 5:0.755428431179311 6:0.42619 7:0.770494080822403 8:0.646266 9:0.887957 10:0.729609 11:0.74858 12:0.6922 13:0.90462709268324 14:0.77368563930866 15:0.869230769230769 16:0.669230769230769 17:0.780403836718766 18:0.876996916851871 19:0.930769230769231 20:1.62443512979 21:0.8077 22:0.8077 23:1 30:0.735546 #T0891:BhageerathH-Plus_TS4
0.85938 1:0.80536 2:0.706644 3:0.683014381306466 4:0.618 5:0.7770040422647 6:0.462533 7:0.797303277383906 8:0.635872 9:0.829933 10:0.659703 11:0.689138 12:0.6952 13:0.912266899454804 14:0.784544385123518 15:0.823076923076923 16:0.653846153846154 17:0.793165097612727 18:0.87952535454102 19:0.907692307692308 20:1.62688423112 21:0.9231 22:0.7692 23:1 30:0.728514 #T0891:BhageerathH-Plus_TS5
0.88616 1:0.77970 2:0.722951 3:0.692621052621674 4:0.642 5:0.722838846484556 6:0.440731 7:0.719912805210918 8:0.63645 9:0.86379 10:0.807843 11:0.790923 12:0.7144 13:0.875650860637739 14:0.772554519952945 15:0.892307692307692 16:0.653846153846154 17:0.780441911448365 18:0.871905877594569 19:0.946153846153846 20:1.59428459405 21:0.8846 22:0.8077 23:1 30:0.744307 #T0891:FALCON_TOPOX_TS1
0.89955 1:0.80039 2:0.72976 3:0.698433422822455 4:0.647 5:0.718503589754613 6:0.435723 7:0.716949942514475 8:0.647581 9:0.833754 10:0.784183 11:0.779524 12:0.7209 13:0.885227664656548 14:0.763958012849516 15:0.876923076923077 16:0.707692307692308 17:0.771932287680159 18:0.874238659288648 19:0.934615384615385 20:1.6277501294 21:0.9231 22:0.8077 23:1 30:0.758289 #T0891:FALCON_TOPOX_TS2
0.89286 1:0.82323 2:0.719199 3:0.707705003956906 4:0.631 5:0.727260108142073 6:0.456007 7:0.732621156977431 8:0.658038 9:0.85479 10:0.827294 11:0.80733 12:0.7097 13:0.897340752562633 14:0.758483395167858 15:0.846153846153846 16:0.715384615384615 17:0.768400289788512 18:0.872332472411181 19:0.919230769230769 20:1.59727314985 21:0.8846 22:0.8077 23:1 30:0.748131 #T0891:FALCON_TOPOX_TS3
0.90625 1:0.79939 2:0.724149 3:0.710026169216307 4:0.642 5:0.714462628712216 6:0.451363 7:0.71579775333806 8:0.670306 9:0.854865 10:0.8071 11:0.794502 12:0.7117 13:0.882770857210184 14:0.760112207040087 15:0.869230769230769 16:0.715384615384615 17:0.769093811368797 18:0.867902798718838 19:0.930769230769231 20:1.62806917427 21:0.9231 22:0.8077 23:1 30:0.757214 #T0891:FALCON_TOPOX_TS4
0.89062 1:0.79254 2:0.729288 3:0.690460516100984 4:0.649 5:0.718387473510153 6:0.428952 7:0.711548673756351 8:0.639621 9:0.888064 10:0.820661 11:0.786261 12:0.7185 13:0.882710018101777 14:0.760790878653516 15:0.869230769230769 16:0.715384615384615 17:0.770936226356579 18:0.872101209736045 19:0.934615384615385 20:1.61444802412 21:0.8846 22:0.8077 23:1 30:0.754355 #T0891:FALCON_TOPOX_TS5
0.89732 1:0.79505 2:0.731045 3:0.700428625603299 4:0.651 5:0.722796451187248 6:0.429465 7:0.718491464197093 8:0.649215 9:0.890726 10:0.773756 11:0.766583 12:0.7203 13:0.883567228285901 14:0.762691159171116 15:0.869230769230769 16:0.723076923076923 17:0.772069385788469 18:0.875893226532054 19:0.934615384615385 20:1.60117495184 21:0.8846 22:0.8077 23:1 30:0.750708 #T0891:FALCON_TOPO_TS1
0.8817 1:0.79754 2:0.715902 3:0.696033872244163 4:0.628 5:0.726328082445929 6:0.452932 7:0.729727644865887 8:0.658824 9:0.844682 10:0.784149 11:0.774914 12:0.7084 13:0.886303488608734 14:0.761741018912316 15:0.861538461538462 16:0.7 17:0.771769564070818 18:0.872200305937356 19:0.926923076923077 20:1.61234434732 21:0.8846 22:0.7692 23:1 30:0.744453 #T0891:FALCON_TOPO_TS2
0.88393 1:0.79914 2:0.72458 3:0.701893762956397 4:0.643 5:0.72008900750711 6:0.42272 7:0.724796021564457 8:0.666714 9:0.837329 10:0.797176 11:0.772499 12:0.7162 13:0.889760928010625 14:0.760247941362773 15:0.876923076923077 16:0.684615384615385 17:0.767395846953755 18:0.874573304544428 19:0.934615384615385 20:1.61001157785 21:0.8462 22:0.8077 23:1 30:0.754121 #T0891:FALCON_TOPO_TS3
0.89286 1:0.81000 2:0.726363 3:0.712392126086502 4:0.646 5:0.712670587439646 6:0.429487 7:0.720031139666785 8:0.642676 9:0.856028 10:0.823384 11:0.812259 12:0.7164 13:0.895579417529804 14:0.758573884716315 15:0.869230769230769 16:0.692307692307692 17:0.765888095864205 18:0.86879325196658 19:0.930769230769231 20:1.60509539457 21:0.9615 22:0.8077 23:1 30:0.758876 #T0891:FALCON_TOPO_TS4
0.89732 1:0.79894 2:0.721824 3:0.707553032420281 4:0.635 5:0.718980079469542 6:0.456749 7:0.723294540824767 8:0.663395 9:0.859046 10:0.786339 11:0.779586 12:0.7126 13:0.891365238161545 14:0.755361505746086 15:0.838461538461538 16:0.692307692307692 17:0.763551358138505 18:0.870296040826571 19:0.915384615384615 20:1.64651186487 21:0.8846 22:0.8077 23:1 30:0.760527 #T0891:FALCON_TOPO_TS5
0.87277 1:0.75409 2:0.72257 3:0.674471134347543 4:0.641 5:0.711777971889675 6:0.427274 7:0.685474928098783 8:0.693875 9:0.932262 10:0.849918 11:0.830034 12:0.7135 13:0.85481817889697 14:0.777621934666546 15:0.838461538461538 16:0.707692307692308 17:0.785359923453836 18:0.881086927864871 19:0.915384615384615 20:1.58315709804 21:0.8846 22:0.8077 23:1 30:0.736824 #T0891:FFAS-3D_TS1
0.76339 1:0.55704 2:0.634908 3:0.680136708512947 4:0.543 5:0.71141496828494 6:0.365546 7:0.715581854956871 8:0.491787 9:0.644858 10:0.638937 11:0.639649 12:0.6414 13:0.900317155985904 14:0.776264591439689 15:0.684615384615385 16:0.646153846153846 17:0.781700607126395 18:0.879601131175085 19:0.838461538461538 20:1.53701725746 21:0.7692 22:0.6154 23:0.9231 30:0.654718 #T0891:FLOUDAS_SERVER_TS1
0.75893 1:0.62343 2:0.640991 3:0.691748745411448 4:0.545 5:0.708809848105033 6:0.39184 7:0.71107539341841 8:0.538722 9:0.671324 10:0.644933 11:0.640037 12:0.6416 13:0.88040884309294 14:0.772192561759117 15:0.707692307692308 16:0.692307692307692 17:0.779320459287425 18:0.879515494364998 19:0.85 20:1.5346979082 21:0.7308 22:0.5769 23:1 30:0.660020 #T0891:FLOUDAS_SERVER_TS2
0.79241 1:0.61310 2:0.644131 3:0.652152792088823 4:0.551 5:0.689727849229446 6:0.351307 7:0.686450740517547 8:0.56288 9:0.752028 10:0.692859 11:0.682975 12:0.6507 13:0.878730412056426 14:0.772464030404488 15:0.784615384615385 16:0.661538461538462 17:0.77770286491461 18:0.877523912533205 19:0.892307692307692 20:1.52163979096 21:0.8846 22:0.6154 23:0.9615 30:0.668405 #T0891:FLOUDAS_SERVER_TS3
0.73661 1:0.58541 2:0.629056 3:0.689559037883728 4:0.531 5:0.687770054500959 6:0.37706 7:0.685944688940092 8:0.600609 9:0.717237 10:0.719268 11:0.708014 12:0.6352 13:0.882073992352267 14:0.771830603565288 15:0.730769230769231 16:0.669230769230769 17:0.779855522582561 18:0.877082764774402 19:0.865384615384615 20:1.48243880645 21:0.7692 22:0.6538 23:0.9615 30:0.653824 #T0891:FLOUDAS_SERVER_TS4
0.72991 1:0.48845 2:0.616853 3:0.669748442409375 4:0.521 5:0.687552233216483 6:0.342202 7:0.680868190948836 8:0.495922 9:0.604394 10:0.536092 11:0.568569 12:0.6293 13:0.881126808838809 14:0.769342140982716 15:0.669230769230769 16:0.630769230769231 17:0.775795728106313 18:0.87766857627417 19:0.830769230769231 20:1.49186951217 21:0.8077 22:0.5385 23:0.9615 30:0.632330 #T0891:FLOUDAS_SERVER_TS5
0.16295 1:0.31251 2:0.151931 3:0.616491687674497 4:0.063 5:0.439549596732588 6:0.129559 7:0.385003390228052 8:0.24481 9:0.337255 10:0.3673 11:0.256192 12:0.1157 13:0.795717805079209 14:0.67324224052122 15:0.769230769230769 16:0.584615384615385 17:0.685648265334782 18:0.827395100188828 19:0.884615384615385 20:1.30599213053 21:0.2692 22:0.1538 23:0 30:0.213928 #T0891:GAPF_LNCC_SERVER_TS1
