0.08302 1:0.14535 2:0.0708628 3:0.558274675360926 4:0.034 5:0.539099087990828 6:0.118865 7:0.442136665157517 8:-0.046183 9:-0.062975 10:-0.0218914 11:-0.0610185 12:0.0708 13:0.649005193273082 14:0.729759576670885 15:0.473684210526316 16:0.487719298245614 17:0.745265105323147 18:0.92701150078444 19:0.724561403508772 20:1.22850263762 21:0.0702 22:0.0877 23:0.0702 30:0.111403 #T0897:ACOMPMOD_TS1
0.10782 1:0.13777 2:0.0693717 3:0.495204427777614 4:0.032 5:0.532648177248797 6:0.0979434 7:0.439567474411836 8:-0.0412282 9:-0.0711766 10:-0.0392059 11:-0.0630546 12:0.0703 13:0.641994315861551 14:0.734061888876107 15:0.571929824561404 16:0.498245614035088 17:0.742731757917702 18:0.924605159999882 19:0.782456140350877 20:1.25650451809 21:0.2105 22:0.0526 23:0 30:0.106920 #T0897:ACOMPMOD_TS2
0.07824 1:0.15702 2:0.0710345 3:0.51890909138863 4:0.039 5:0.589267203949254 6:0.139765 7:0.474189979734282 8:-0.0248734 9:-0.0166377 10:-0.014706 11:0.0186705 12:0.0672 13:0.657874511712708 14:0.751018060508455 15:0.498245614035088 16:0.512280701754386 17:0.75989631261025 18:0.928232212003713 19:0.728070175438597 20:1.32168763613 21:0.0351 22:0.0175 23:0 30:0.104007 #T0897:ACOMPMOD_TS3
0.07538 1:0.16050 2:0.0684945 3:0.554392325677796 4:0.036 5:0.585715992020033 6:0.146934 7:0.445699419489584 8:0.0585674 9:0.157709 10:0.0763866 11:0.085654 12:0.0699 13:0.620213753305091 14:0.771172207523295 15:0.596491228070175 16:0.568421052631579 17:0.779448895435521 18:0.932329699597878 19:0.789473684210526 20:1.31497897461 21:0.193 22:0 23:0 30:0.105064 #T0897:ACOMPMOD_TS4
0.0792 1:0.16857 2:0.06644 3:0.512305756137273 4:0.035 5:0.569480423239957 6:0.133609 7:0.449274806209071 8:0.0221553 9:0.0154073 10:0.0394669 11:0.0244258 12:0.0645 13:0.644959637667111 14:0.750051765788565 15:0.592982456140351 16:0.550877192982456 17:0.762264592834706 18:0.92700923172207 19:0.785964912280702 20:1.30797944717 21:0.0351 22:0.0175 23:0.0351 30:0.102518 #T0897:ACOMPMOD_TS5
0.10878 1:0.36458 2:0.0893766 3:0.653916746633165 4:0.054 5:0.704052345144891 6:0.29767 7:0.694962951302989 8:0.372251 9:0.284549 10:0.271458 11:0.245405 12:0.0762 13:0.838829430472427 14:0.753962958702404 15:0.694736842105263 16:0.635087719298246 17:0.760869404044023 18:0.918260973249662 19:0.82280701754386 20:1.4903831124 21:0.5614 22:0.4561 23:0.2105 30:0.197461 #T0897:BAKER-ROSETTASERVER_TS1
0.10019 1:0.42027 2:0.0894117 3:0.670403809203964 4:0.052 5:0.73493852788463 6:0.331163 7:0.717460549060824 8:0.3848 9:0.319574 10:0.379975 11:0.283357 12:0.0758 13:0.85653671796691 14:0.773864028528701 15:0.712280701754386 16:0.631578947368421 17:0.780632637412756 18:0.922064235654452 19:0.840350877192982 20:1.50140158524 21:0.5439 22:0.5439 23:0.0526 30:0.187036 #T0897:BAKER-ROSETTASERVER_TS2
0.12309 1:0.56958 2:0.0881869 3:0.722913555739104 4:0.049 5:0.731461966028571 6:0.34027 7:0.71771809184251 8:0.345036 9:0.30528 10:0.324729 11:0.285166 12:0.0770 13:0.84307512715063 14:0.771816404003221 15:0.635087719298246 16:0.691228070175439 17:0.77748002918771 18:0.920001442963814 19:0.801754385964912 20:1.48407120171 21:0.5263 22:0.4386 23:0 30:0.190328 #T0897:BAKER-ROSETTASERVER_TS3
0.11355 1:0.32844 2:0.0884117 3:0.623770283760552 4:0.051 5:0.735100708919763 6:0.274181 7:0.714649000700676 8:0.273167 9:0.239165 10:0.242446 11:0.207113 12:0.0733 13:0.85189461656815 14:0.77881053721385 15:0.624561403508772 16:0.617543859649123 17:0.787571395970332 18:0.924264337085746 19:0.780701754385965 20:1.48008521638 21:0.5614 22:0.3333 23:0.0702 30:0.172605 #T0897:BAKER-ROSETTASERVER_TS4
0.1126 1:0.35868 2:0.0880814 3:0.674972075830659 4:0.051 5:0.69514147045602 6:0.300391 7:0.684624868623171 8:0.312559 9:0.258455 10:0.260174 11:0.223469 12:0.0721 13:0.844082349883884 14:0.748740365811573 15:0.607017543859649 16:0.603508771929825 17:0.754540641931658 18:0.916887720175948 19:0.785964912280702 20:1.54016762731 21:0.2632 22:0.2807 23:0.0877 30:0.169461 #T0897:BAKER-ROSETTASERVER_TS5
0.08874 1:0.27548 2:0.0945359 3:0.649116998423235 4:0.060 5:0.691607168952045 6:0.249082 7:0.65905512690328 8:0.242675 9:0.220131 10:0.25466 11:0.244882 12:0.0882 13:0.773841000870358 14:0.763971011158403 15:0.698245614035088 16:0.6 17:0.779554316630968 18:0.925811969656552 19:0.831578947368421 20:1.44993350633 21:0.2281 22:0.0702 23:0 30:0.151271 #T0897:BhageerathH-Plus_TS1
0.0916 1:0.27580 2:0.0961979 3:0.642058964064968 4:0.061 5:0.686764436092381 6:0.258512 7:0.653434504028889 8:0.221487 9:0.203698 10:0.275485 11:0.207518 12:0.0879 13:0.766661496768126 14:0.760174853330266 15:0.733333333333333 16:0.585964912280702 17:0.773818325952426 18:0.924522213794021 19:0.850877192982456 20:1.50026332401 21:0.2456 22:0.1754 23:0 30:0.156867 #T0897:BhageerathH-Plus_TS2
0.09256 1:0.34574 2:0.0930228 3:0.62954673831196 4:0.058 5:0.726340780075727 6:0.26243 7:0.679965096720295 8:0.193084 9:0.176811 10:0.203635 11:0.206109 12:0.0862 13:0.785544468689802 14:0.792982859772231 15:0.701754385964912 16:0.582456140350877 17:0.80636930669486 18:0.930378700749875 19:0.835087719298246 20:1.4860194801 21:0.2456 22:0.1754 23:0 30:0.157213 #T0897:BhageerathH-Plus_TS3
0.08874 1:0.26319 2:0.0937014 3:0.612488084149226 4:0.058 5:0.697059458342762 6:0.268806 7:0.6595588959765 8:0.231823 9:0.20102 10:0.221593 11:0.220086 12:0.0874 13:0.794920739680484 14:0.771241228574715 15:0.670175438596491 16:0.536842105263158 17:0.783436316416091 18:0.925370121853976 19:0.815789473684211 20:1.46160452884 21:0.2632 22:0.1404 23:0 30:0.152266 #T0897:BhageerathH-Plus_TS4
0.09065 1:0.23744 2:0.0942317 3:0.624483771013459 4:0.059 5:0.690464450905855 6:0.252477 7:0.647819723610101 8:0.224658 9:0.184993 10:0.219514 11:0.218105 12:0.0880 13:0.785451163020926 14:0.770804095249051 15:0.659649122807018 16:0.547368421052632 17:0.783850283980202 18:0.927497592668668 19:0.814035087719298 20:1.44438544692 21:0.2807 22:0.1228 23:0 30:0.151094 #T0897:BhageerathH-Plus_TS5
0.10878 1:0.35756 2:0.145641 3:0.679481966547263 4:0.104 5:0.633729933641067 6:0.310401 7:0.601481968523459 8:0.290378 9:0.310701 10:0.353059 11:0.295732 12:0.1348 13:0.752569040832574 14:0.712780398021396 15:0.610526315789474 16:0.659649122807018 17:0.729844324142765 18:0.911790890919685 19:0.778947368421053 20:1.54940034635 21:0.2281 22:0.2105 23:0.0175 30:0.227245 #T0897:FALCON_TOPOX_TS1
0.10687 1:0.31486 2:0.143019 3:0.631378106659997 4:0.102 5:0.636416719026716 6:0.311965 7:0.580928547848115 8:0.257158 9:0.28575 10:0.338942 11:0.259511 12:0.1360 13:0.728406420024007 14:0.729782583688025 15:0.6 16:0.656140350877193 17:0.741922196822586 18:0.918516492708204 19:0.773684210526316 20:1.55512433151 21:0.2105 22:0.193 23:0.0351 30:0.219142 #T0897:FALCON_TOPOX_TS2
0.1021 1:0.33942 2:0.145096 3:0.665145054026289 4:0.105 5:0.644722325443876 6:0.291339 7:0.569679564745196 8:0.188534 9:0.285151 10:0.288302 11:0.235205 12:0.1375 13:0.700058408853726 14:0.74641665708041 15:0.592982456140351 16:0.673684210526316 17:0.755693077708554 18:0.915590232569971 19:0.768421052631579 20:1.5624543545 21:0.2456 22:0.1053 23:0.0175 30:0.219780 #T0897:FALCON_TOPOX_TS3
0.1126 1:0.33844 2:0.141672 3:0.651012633021687 4:0.100 5:0.639068845559729 6:0.285969 7:0.570812163554046 8:0.249382 9:0.333211 10:0.34475 11:0.283988 12:0.1330 13:0.721660197418626 14:0.732405383642011 15:0.614035087719298 16:0.67719298245614 17:0.743963845447858 18:0.913235268784843 19:0.785964912280702 20:1.53331551889 21:0.2456 22:0.1579 23:0.0175 30:0.218053 #T0897:FALCON_TOPOX_TS4
0.10878 1:0.28335 2:0.145967 3:0.633261081422526 4:0.106 5:0.622131374590819 6:0.279624 7:0.582079305710513 8:0.246944 9:0.268015 10:0.306847 11:0.261989 12:0.1372 13:0.714247800386917 14:0.712596341884275 15:0.592982456140351 16:0.645614035087719 17:0.722222225660349 18:0.909802843377495 19:0.773684210526316 20:1.48512081578 21:0.2105 22:0.1228 23:0.0175 30:0.214271 #T0897:FALCON_TOPOX_TS5
0.10305 1:0.33871 2:0.135921 3:0.639017086822298 4:0.092 5:0.645027141406827 6:0.26687 7:0.580139076265934 8:0.247269 9:0.304866 10:0.342175 11:0.269143 12:0.1284 13:0.708596578792141 14:0.737627976532843 15:0.6 16:0.645614035087719 17:0.746585894441888 18:0.914969943054737 19:0.775438596491228 20:1.53675168309 21:0.2456 22:0.0877 23:0.0351 30:0.210240 #T0897:FALCON_TOPO_TS1
0.1126 1:0.33809 2:0.145441 3:0.659424566499525 4:0.105 5:0.629373555731547 6:0.31135 7:0.587540865766567 8:0.269869 9:0.299132 10:0.347248 11:0.277187 12:0.1370 13:0.743176105168936 14:0.716990682158058 15:0.624561403508772 16:0.63859649122807 17:0.730030933933805 18:0.910492656929906 19:0.787719298245614 20:1.57711028012 21:0.2105 22:0.1754 23:0.0351 30:0.227378 #T0897:FALCON_TOPO_TS2
