0.14674 1:0.16781 2:0.120759 3:0.576624972582776 4:0.046 5:0.519272144361666 6:0.116055 7:0.436936185373045 8:-0.0318084 9:-0.069071 10:-0.0368958 11:-0.0826866 12:0.1006 13:0.782410181110263 14:0.734929810074319 15:0.563758389261745 16:0.436241610738255 17:0.737387258572862 18:0.884580692363074 19:0.771812080536913 20:1.32178913471 21:0.0667 22:0.2667 23:0 30:0.158077 #T0921:ACOMPMOD_TS1
0.12138 1:0.20260 2:0.112438 3:0.604532091656888 4:0.062 5:0.531921418109841 6:0.16604 7:0.466680773616223 8:0.151362 9:0.188371 10:0.111976 11:0.109972 12:0.1086 13:0.788125482431984 14:0.722456430092572 15:0.51006711409396 16:0.563758389261745 17:0.730376347183156 18:0.888621209811946 19:0.751677852348993 20:1.25034929344 21:0.1 22:0.1 23:0 30:0.161217 #T0921:ACOMPMOD_TS2
0.13587 1:0.19629 2:0.114995 3:0.560985096318773 4:0.061 5:0.544519383162038 6:0.140562 7:0.482025547634512 8:0.0775105 9:0.0942527 10:0.0654145 11:0.00855157 12:0.1042 13:0.794137450361818 14:0.751314702942327 15:0.604026845637584 16:0.523489932885906 17:0.752158157963667 18:0.886659065685166 19:0.775167785234899 20:1.33957923942 21:0.0333 22:0.1 23:0 30:0.157826 #T0921:ACOMPMOD_TS3
0.12681 1:0.15916 2:0.109904 3:0.574666419495706 4:0.058 5:0.574924820961757 6:0.1121 7:0.457987314559944 8:0.022775 9:0.0194978 10:-0.0576928 11:-0.0388933 12:0.1066 13:0.751673722530439 14:0.781476813420835 15:0.557046979865772 16:0.523489932885906 17:0.782795624967781 18:0.901183799182419 19:0.778523489932886 20:1.31096164765 21:0.2 22:0.1333 23:0 30:0.154983 #T0921:ACOMPMOD_TS4
0.11957 1:0.16722 2:0.107441 3:0.575802479179469 4:0.050 5:0.45762551518579 6:0.0829045 7:0.346898132712708 8:-0.0127769 9:0.00859181 10:0.0146074 11:-0.060551 12:0.0875 13:0.722262912127371 14:0.729236385762093 15:0.483221476510067 16:0.516778523489933 17:0.730274310421016 18:0.860658582213803 19:0.714765100671141 20:1.2320912911 21:0 22:0.0333 23:0.0667 30:0.147805 #T0921:ACOMPMOD_TS5
0.60507 1:0.68162 2:0.56459 3:0.712940006215348 4:0.470 5:0.691468069387779 6:0.431002 7:0.678192598944319 8:0.600164 9:0.67968 10:0.677961 11:0.681824 12:0.5465 13:0.868863335995859 14:0.77217610500239 15:0.738255033557047 16:0.731543624161074 17:0.777199792485931 18:0.888179673513606 19:0.86241610738255 20:1.64355506926 21:0.3667 22:0.8 23:0.9333 30:0.636074 #T0921:Atome2_CBS_TS1
0.67029 1:0.73917 2:0.600398 3:0.704439663774101 4:0.499 5:0.703145210748642 6:0.486201 7:0.711952460953206 8:0.712523 9:0.771602 10:0.855928 11:0.810763 12:0.5932 13:0.898277969688547 14:0.760398105089313 15:0.751677852348993 16:0.724832214765101 17:0.770197076369657 18:0.882290444444716 19:0.875838926174497 20:1.65537622235 21:0.2333 22:0.7333 23:0.9 30:0.676071 #T0921:BAKER-ROSETTASERVER_TS1
0.70471 1:0.77657 2:0.600195 3:0.726615824955939 4:0.500 5:0.702755096054522 6:0.460845 7:0.70534926988938 8:0.669016 9:0.727099 10:0.731335 11:0.742713 12:0.5951 13:0.900385222262292 14:0.769307662219132 15:0.738255033557047 16:0.724832214765101 17:0.776129352091931 18:0.886185302809169 19:0.869127516778524 20:1.7053391923 21:0.2667 22:0.7 23:0.9 30:0.682856 #T0921:BAKER-ROSETTASERVER_TS2
0.68659 1:0.72803 2:0.5888 3:0.738471354586739 4:0.491 5:0.715248792667655 6:0.483572 7:0.720863383591583 8:0.698529 9:0.74182 10:0.790258 11:0.782932 12:0.5762 13:0.893566023561797 14:0.777652223043157 15:0.76510067114094 16:0.684563758389262 17:0.781621303004928 18:0.885185869732926 19:0.88255033557047 20:1.66697772656 21:0.2667 22:0.6667 23:0.9 30:0.665085 #T0921:BAKER-ROSETTASERVER_TS3
0.66848 1:0.71165 2:0.559079 3:0.712277607943629 4:0.453 5:0.714888453519306 6:0.484227 7:0.725146157692347 8:0.62727 9:0.624811 10:0.718075 11:0.728493 12:0.5520 13:0.896863662525458 14:0.773045330088226 15:0.724832214765101 16:0.657718120805369 17:0.781240665621268 18:0.882943590339428 19:0.86241610738255 20:1.66629512348 21:0.3333 22:0.7333 23:0.9333 30:0.642236 #T0921:BAKER-ROSETTASERVER_TS4
0.68478 1:0.74135 2:0.549296 3:0.746242965633565 4:0.444 5:0.730939194284626 6:0.529479 7:0.75122336353983 8:0.650374 9:0.700975 10:0.716269 11:0.734177 12:0.5340 13:0.902106839245138 14:0.769916119779217 15:0.738255033557047 16:0.684563758389262 17:0.777335089914197 18:0.882418802414563 19:0.86241610738255 20:1.69922040998 21:0.3 22:0.7 23:0.9333 30:0.642113 #T0921:BAKER-ROSETTASERVER_TS5
0.69203 1:0.74755 2:0.574011 3:0.726098128053155 4:0.472 5:0.750990111837587 6:0.483871 7:0.772586693883442 8:0.696876 9:0.816256 10:0.733378 11:0.762155 12:0.5568 13:0.908328364779029 14:0.787735234038854 15:0.704697986577181 16:0.684563758389262 17:0.793571160323051 18:0.886632193983814 19:0.845637583892617 20:1.70848596916 21:0.3 22:0.7 23:0.9667 30:0.659055 #T0921:BhageerathH-Plus_TS1
0.67391 1:0.73186 2:0.590298 3:0.7248154077943 4:0.492 5:0.739576128157334 6:0.503118 7:0.759941740275673 8:0.618453 9:0.752307 10:0.6622 11:0.703744 12:0.5712 13:0.891586179531348 14:0.779347211960537 15:0.731543624161074 16:0.677852348993289 17:0.784887983858429 18:0.886268526310748 19:0.859060402684564 20:1.69061173496 21:0.3667 22:0.7 23:0.9333 30:0.658378 #T0921:BhageerathH-Plus_TS2
0.65942 1:0.72088 2:0.585478 3:0.712668702810537 4:0.492 5:0.748753269200806 6:0.466435 7:0.763002137496263 8:0.620481 9:0.699642 10:0.596734 11:0.664232 12:0.5652 13:0.892708470033159 14:0.785518710069973 15:0.738255033557047 16:0.63758389261745 17:0.794147463243996 18:0.888889219524863 19:0.86241610738255 20:1.66092785078 21:0.3 22:0.6667 23:1 30:0.648015 #T0921:BhageerathH-Plus_TS3
0.65761 1:0.72142 2:0.581648 3:0.717142503419514 4:0.486 5:0.744455013676733 6:0.494304 7:0.76612022299199 8:0.645231 9:0.704348 10:0.624082 11:0.686455 12:0.5660 13:0.902111592524126 14:0.775088009039941 15:0.731543624161074 16:0.651006711409396 17:0.783592709096455 18:0.88500392647123 19:0.859060402684564 20:1.71586714157 21:0.3333 22:0.7667 23:0.9667 30:0.662170 #T0921:BhageerathH-Plus_TS4
0.67935 1:0.69116 2:0.585958 3:0.710262237878042 4:0.489 5:0.745302477768096 6:0.510696 7:0.763144696955639 8:0.613312 9:0.666493 10:0.593582 11:0.659799 12:0.5682 13:0.897837981385746 14:0.782346038506671 15:0.704697986577181 16:0.63758389261745 17:0.790166594670861 18:0.88706354466461 19:0.845637583892617 20:1.70463235935 21:0.2667 22:0.6667 23:0.9 30:0.649702 #T0921:BhageerathH-Plus_TS5
0.67754 1:0.68953 2:0.665138 3:0.70527456548306 4:0.577 5:0.6749161443155 6:0.450996 7:0.667028562304766 8:0.663309 9:0.699132 10:0.705441 11:0.716828 12:0.6479 13:0.854113084640399 14:0.759224651223434 15:0.731543624161074 16:0.711409395973154 17:0.768416540091461 18:0.883878685803271 19:0.859060402684564 20:1.62402791524 21:0.4 22:0.7 23:1 30:0.700643 #T0921:FALCON_TOPOX_TS1
