0.067900	0.067320
0.071100	0.065251
0.079900	0.057294
0.085500	0.042327
0.051900	0.064337
0.395400	0.285721
0.385800	0.244897
0.623000	0.454839
0.377000	0.259214
0.401000	0.294322
0.530400	0.511160
0.396200	0.462377
0.426500	0.432891
0.484000	0.482763
0.479200	0.501052
0.127000	0.091046
0.145400	0.074218
0.104600	0.062994
0.094200	0.058246
0.095800	0.060184
0.655000	0.431910
0.113400	0.077365
0.127000	0.056410
0.131000	0.103730
0.111800	0.090214
0.134200	0.115412
0.124600	0.100677
0.099000	0.110941
0.102200	0.107610
0.097400	0.107450
0.099000	0.114270
0.099000	0.102827
0.658900	0.313992
0.661300	0.329570
0.626200	0.287279
0.631000	0.286544
0.647800	0.317682
0.145400	0.131687
0.126200	0.118684
0.149400	0.111498
0.182100	0.143401
0.132600	0.116858
0.680500	0.535188
0.660500	0.476794
0.658100	0.493243
0.651800	0.476990
0.658900	0.505796
0.647800	0.452081
0.652600	0.448279
0.647000	0.454775
0.655000	0.445767
0.249200	0.176779
0.182100	0.130328
0.142200	0.091678
0.106200	0.083847
0.214900	0.142527
0.309900	0.107408
0.315500	0.124390
0.315500	0.125318
0.307500	0.116976
0.654200	0.448097
0.670900	0.518714
0.655000	0.520348
0.364200	0.344917
0.350600	0.337919
0.396200	0.348055
0.353000	0.326011
0.351400	0.305639
0.661300	0.487484
0.657300	0.473881
0.671700	0.506297
0.670100	0.482833
0.670100	0.436905
0.654200	0.473260
0.662900	0.473470
0.661300	0.454836
0.660500	0.450280
0.673300	0.446804
0.655000	0.452761
0.665300	0.446227
0.658100	0.460764
0.670100	0.465032
0.668500	0.449660
0.112600	0.124840
0.115000	0.123568
0.123000	0.122310
0.108600	0.120767
0.117400	0.118019
0.176500	0.194119
0.137400	0.161010
0.151800	0.153785
0.111800	0.100747
0.135800	0.149868
0.189300	0.162694
0.686100	0.501089
0.673300	0.462333
0.662900	0.495434
0.655000	0.479095
0.638200	0.524680
0.655000	0.407699
0.654200	0.414618
0.644600	0.402348
0.655000	0.399565
0.647000	0.395702
0.728400	0.558975
0.717300	0.539664
0.723600	0.532087
0.719600	0.557267
0.705300	0.549694
0.770000	0.529837
0.774800	0.527810
0.776400	0.518932
0.773200	0.554987
0.775600	0.547834
0.683700	0.520082
0.683700	0.525707
0.628600	0.423135
0.674900	0.425882
0.666900	0.509304
0.655800	0.507326
0.657300	0.515661
0.140600	0.093786
0.091100	0.066662
0.092700	0.075515
0.670900	0.484927
0.680500	0.487519
0.678900	0.488050
0.678900	0.493169
0.669300	0.489992
0.678900	0.450408
0.655000	0.421533
0.655000	0.425086
0.666100	0.420417
0.121400	0.079294
0.667700	0.474681
0.667700	0.481690
0.667700	0.480983
0.667700	0.466814
0.667700	0.510096
0.680500	0.517622
0.668500	0.478249
0.662100	0.492514
0.654200	0.472338
0.620600	0.545635
0.684500	0.480057
0.213300	0.188676
0.242000	0.204873
0.272400	0.207971
0.210900	0.196115
0.174900	0.204451
0.174900	0.187300
0.111800	0.121640
0.139000	0.165635
0.143000	0.152844
0.244400	0.131984
0.244400	0.126112
0.240400	0.133209
0.242800	0.138222
0.242800	0.132909
0.407600	0.530198
0.350500	0.477847
0.347800	0.423521
0.326100	0.462119
0.554300	0.634852
0.361400	0.536341
0.339700	0.532890
0.361400	0.524572
0.404900	0.519456
0.385900	0.485600
0.380400	0.550824
0.377700	0.531642
0.239100	0.394747
0.489100	0.561169
0.464700	0.627892
0.410300	0.515442
0.337000	0.518642
0.464700	0.607641
0.415800	0.649385
0.456500	0.619761
0.415800	0.545902
0.380400	0.545107
0.328800	0.507676
0.410300	0.523814
0.388600	0.559022
0.366800	0.495681
0.421200	0.533399
0.377700	0.540420
0.385900	0.499050
0.377700	0.511854
0.369600	0.505286
0.399500	0.482610
0.399500	0.607848
0.554300	0.611846
0.429300	0.461433
0.426600	0.444185
0.423900	0.428123
0.423900	0.460483
0.426600	0.452284
0.331500	0.497859
0.309800	0.510087
0.315200	0.482371
0.288000	0.406124
0.323400	0.423604
0.334200	0.509778
0.312500	0.529452
0.366800	0.620379
0.334200	0.526926
0.312500	0.469919
0.423900	0.584764
0.326100	0.548169
0.432100	0.633395
0.402200	0.555686
0.000000	0.410492
0.000000	0.493916
0.000000	0.429726
0.000000	0.491460
0.000000	0.496730
0.423900	0.504238
0.426600	0.528877
0.388600	0.495086
0.448400	0.515879
0.426600	0.494658
0.388600	0.331743
0.385900	0.318818
0.404900	0.320476
0.375000	0.339327
0.399500	0.342757
0.380400	0.617005
0.426600	0.601428
0.437500	0.599209
0.337000	0.499284
0.350500	0.497487
0.337000	0.494790
0.317900	0.488925
0.331500	0.474267
0.432100	0.607553
0.410300	0.605981
0.423900	0.669854
0.497300	0.651666
0.467400	0.618173
0.402200	0.605746
0.567900	0.657514
0.448400	0.603030
0.527200	0.618639
0.383200	0.500220
0.399500	0.519897
0.442900	0.618038
0.380400	0.531848
0.407600	0.572973
0.394000	0.599992
0.440200	0.620762
0.510900	0.640378
0.505400	0.629296
0.505400	0.621652
0.516300	0.614826
0.206500	0.382202
0.203800	0.360972
0.277200	0.460258
0.179300	0.346177
0.290800	0.473842
0.214700	0.418419
0.214700	0.442610
0.220100	0.413722
0.220100	0.407191
0.524500	0.605052
0.429300	0.584862
0.502700	0.578523
0.437500	0.577659
0.478300	0.664348
0.380400	0.620457
0.339700	0.666787
0.404900	0.558131
0.342400	0.571464
0.453800	0.556761
0.388600	0.511477
0.388600	0.473752
0.372300	0.505542
0.377700	0.480607
0.394000	0.511240
0.440200	0.477639
0.356000	0.488891
0.432100	0.596968
