0.067900	0.070146
0.071100	0.069372
0.079900	0.077414
0.085500	0.070034
0.051900	0.073195
0.395400	0.245261
0.385800	0.233341
0.623000	0.400978
0.377000	0.237344
0.401000	0.253775
0.530400	0.375381
0.396200	0.329434
0.426500	0.329881
0.484000	0.358679
0.479200	0.359884
0.127000	0.082344
0.145400	0.077334
0.104600	0.067396
0.094200	0.062455
0.095800	0.061875
0.655000	0.406027
0.113400	0.080517
0.127000	0.066443
0.131000	0.097811
0.111800	0.084938
0.134200	0.104164
0.124600	0.099133
0.099000	0.091245
0.102200	0.090964
0.097400	0.088562
0.099000	0.091252
0.099000	0.087758
0.658900	0.371484
0.661300	0.375408
0.626200	0.355692
0.631000	0.361110
0.647800	0.368625
0.145400	0.109358
0.126200	0.098441
0.149400	0.101571
0.182100	0.126867
0.132600	0.099160
0.680500	0.467479
0.660500	0.441292
0.658100	0.447703
0.651800	0.439609
0.658900	0.454295
0.647800	0.425519
0.652600	0.421315
0.647000	0.425598
0.655000	0.422799
0.249200	0.145317
0.182100	0.112886
0.142200	0.087954
0.106200	0.075929
0.214900	0.127422
0.309900	0.170172
0.315500	0.177472
0.315500	0.167203
0.307500	0.168293
0.654200	0.404801
0.670900	0.451307
0.655000	0.451588
0.364200	0.299176
0.350600	0.291824
0.396200	0.298892
0.353000	0.290981
0.351400	0.283384
0.661300	0.437578
0.657300	0.430305
0.671700	0.444028
0.670100	0.432229
0.670100	0.414234
0.654200	0.431465
0.662900	0.430840
0.661300	0.423033
0.660500	0.417043
0.673300	0.423688
0.655000	0.422038
0.665300	0.422673
0.658100	0.426251
0.670100	0.426366
0.668500	0.422433
0.112600	0.100879
0.115000	0.102976
0.123000	0.100400
0.108600	0.099366
0.117400	0.098647
0.176500	0.156536
0.137400	0.129844
0.151800	0.130361
0.111800	0.093049
0.135800	0.120799
0.189300	0.136310
0.686100	0.438535
0.673300	0.425691
0.662900	0.425184
0.655000	0.408629
0.638200	0.398273
0.655000	0.399844
0.654200	0.403640
0.644600	0.396977
0.655000	0.399447
0.647000	0.393037
0.728400	0.437964
0.717300	0.428477
0.723600	0.424489
0.719600	0.437836
0.705300	0.433080
0.770000	0.442625
0.774800	0.442118
0.776400	0.437774
0.773200	0.455574
0.775600	0.451214
0.683700	0.443512
0.683700	0.442438
0.628600	0.391803
0.674900	0.408340
0.666900	0.445701
0.655800	0.452888
0.657300	0.454695
0.140600	0.108072
0.091100	0.074875
0.092700	0.081057
0.670900	0.437239
0.680500	0.441377
0.678900	0.441736
0.678900	0.443293
0.669300	0.438565
0.678900	0.427144
0.655000	0.404985
0.655000	0.418083
0.666100	0.415550
0.121400	0.083677
0.667700	0.431610
0.667700	0.431489
0.667700	0.434401
0.667700	0.425042
0.667700	0.443912
0.680500	0.446395
0.668500	0.429276
0.662100	0.428356
0.654200	0.408696
0.620600	0.405161
0.684500	0.440553
0.213300	0.166719
0.242000	0.179961
0.272400	0.193266
0.210900	0.171420
0.174900	0.142375
0.174900	0.139157
0.111800	0.090491
0.139000	0.118668
0.143000	0.112225
0.244400	0.152315
0.244400	0.150128
0.240400	0.152062
0.242800	0.155558
0.242800	0.152812
0.407600	0.468119
0.350500	0.424763
0.347800	0.426415
0.326100	0.440413
